uf20-01.cnf 13 6000 91 91
uf20-01.cnf 81 6000 91 91
uf20-01.cnf 84 6000 91 91
uf20-01.cnf 80 6000 91 91
uf20-01.cnf 24 6000 91 91
uf20-01.cnf 73 6000 91 91
uf20-01.cnf 38 6000 91 91
uf20-01.cnf 123 6000 91 91
uf20-01.cnf 11 6000 91 91
uf20-01.cnf 26 6000 91 91
uf20-01.cnf 55 6000 91 91
uf20-01.cnf 33 6000 91 91
uf20-01.cnf 22 6000 91 91
uf20-01.cnf 52 6000 91 91
uf20-01.cnf 53 6000 91 91
uf20-01.cnf 11 6000 91 91
uf20-01.cnf 104 6000 91 91
uf20-01.cnf 94 6000 91 91
uf20-01.cnf 111 6000 91 91
uf20-01.cnf 69 6000 91 91
uf20-01.cnf 34 6000 91 91
uf20-01.cnf 15 6000 91 91
uf20-01.cnf 24 6000 91 91
uf20-01.cnf 21 6000 91 91
uf20-01.cnf 10 6000 91 91
uf20-01.cnf 123 6000 91 91
uf20-01.cnf 49 6000 91 91
uf20-01.cnf 59 6000 91 91
uf20-01.cnf 34 6000 91 91
uf20-01.cnf 27 6000 91 91
uf20-01.cnf 102 6000 91 91
uf20-01.cnf 43 6000 91 91
uf20-01.cnf 21 6000 91 91
uf20-01.cnf 27 6000 91 91
uf20-01.cnf 13 6000 91 91
uf20-01.cnf 12 6000 91 91
uf20-01.cnf 16 6000 91 91
uf20-01.cnf 30 6000 91 91
uf20-01.cnf 72 6000 91 91
uf20-01.cnf 93 6000 91 91
uf20-01.cnf 17 6000 91 91
uf20-01.cnf 11 6000 91 91
uf20-01.cnf 14 6000 91 91
uf20-01.cnf 18 6000 91 91
uf20-01.cnf 52 6000 91 91
uf20-01.cnf 23 6000 91 91
uf20-01.cnf 108 6000 91 91
uf20-01.cnf 171 6000 91 91
uf20-01.cnf 134 6000 91 91
uf20-01.cnf 6 6000 91 91
uf20-01.cnf 64 6000 91 91
uf20-01.cnf 195 6000 91 91
uf20-01.cnf 24 6000 91 91
uf20-01.cnf 85 6000 91 91
uf20-01.cnf 148 6000 91 91
uf20-01.cnf 219 6000 91 91
uf20-01.cnf 44 6000 91 91
uf20-01.cnf 26 6000 91 91
uf20-01.cnf 14 6000 91 91
uf20-01.cnf 30 6000 91 91
uf20-01.cnf 81 6000 91 91
uf20-01.cnf 68 6000 91 91
uf20-01.cnf 110 6000 91 91
uf20-01.cnf 11 6000 91 91
uf20-01.cnf 68 6000 91 91
uf20-01.cnf 10 6000 91 91
uf20-01.cnf 10 6000 91 91
uf20-01.cnf 8 6000 91 91
uf20-01.cnf 91 6000 91 91
uf20-01.cnf 40 6000 91 91
uf20-01.cnf 112 6000 91 91
uf20-01.cnf 101 6000 91 91
uf20-01.cnf 132 6000 91 91
uf20-01.cnf 19 6000 91 91
uf20-01.cnf 6 6000 91 91
uf20-01.cnf 141 6000 91 91
uf20-01.cnf 106 6000 91 91
uf20-01.cnf 43 6000 91 91
uf20-01.cnf 9 6000 91 91
uf20-01.cnf 8 6000 91 91
uf20-01.cnf 55 6000 91 91
uf20-01.cnf 5 6000 91 91
uf20-01.cnf 39 6000 91 91
uf20-01.cnf 97 6000 91 91
uf20-01.cnf 96 6000 91 91
uf20-01.cnf 57 6000 91 91
uf20-01.cnf 15 6000 91 91
uf20-01.cnf 33 6000 91 91
uf20-01.cnf 25 6000 91 91
uf20-01.cnf 91 6000 91 91
uf20-01.cnf 33 6000 91 91
uf20-01.cnf 16 6000 91 91
uf20-01.cnf 31 6000 91 91
uf20-01.cnf 47 6000 91 91
uf20-01.cnf 14 6000 91 91
uf20-01.cnf 106 6000 91 91
uf20-01.cnf 102 6000 91 91
uf20-01.cnf 62 6000 91 91
uf20-01.cnf 167 6000 91 91
uf20-01.cnf 63 6000 91 91
uf20-02.cnf 27 6000 91 91
uf20-02.cnf 18 6000 91 91
uf20-02.cnf 16 6000 91 91
uf20-02.cnf 40 6000 91 91
uf20-02.cnf 6 6000 91 91
uf20-02.cnf 11 6000 91 91
uf20-02.cnf 30 6000 91 91
uf20-02.cnf 36 6000 91 91
uf20-02.cnf 12 6000 91 91
uf20-02.cnf 28 6000 91 91
uf20-02.cnf 26 6000 91 91
uf20-02.cnf 11 6000 91 91
uf20-02.cnf 10 6000 91 91
uf20-02.cnf 51 6000 91 91
uf20-02.cnf 14 6000 91 91
uf20-02.cnf 11 6000 91 91
uf20-02.cnf 30 6000 91 91
uf20-02.cnf 20 6000 91 91
uf20-02.cnf 61 6000 91 91
uf20-02.cnf 17 6000 91 91
uf20-02.cnf 56 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-02.cnf 23 6000 91 91
uf20-02.cnf 7 6000 91 91
uf20-02.cnf 24 6000 91 91
uf20-02.cnf 17 6000 91 91
uf20-02.cnf 28 6000 91 91
uf20-02.cnf 75 6000 91 91
uf20-02.cnf 21 6000 91 91
uf20-02.cnf 36 6000 91 91
uf20-02.cnf 11 6000 91 91
uf20-02.cnf 69 6000 91 91
uf20-02.cnf 29 6000 91 91
uf20-02.cnf 19 6000 91 91
uf20-02.cnf 15 6000 91 91
uf20-02.cnf 75 6000 91 91
uf20-02.cnf 57 6000 91 91
uf20-02.cnf 18 6000 91 91
uf20-02.cnf 9 6000 91 91
uf20-02.cnf 16 6000 91 91
uf20-02.cnf 9 6000 91 91
uf20-02.cnf 35 6000 91 91
uf20-02.cnf 37 6000 91 91
uf20-02.cnf 28 6000 91 91
uf20-02.cnf 27 6000 91 91
uf20-02.cnf 27 6000 91 91
uf20-02.cnf 22 6000 91 91
uf20-02.cnf 10 6000 91 91
uf20-02.cnf 16 6000 91 91
uf20-02.cnf 11 6000 91 91
uf20-02.cnf 33 6000 91 91
uf20-02.cnf 7 6000 91 91
uf20-02.cnf 49 6000 91 91
uf20-02.cnf 20 6000 91 91
uf20-02.cnf 25 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-02.cnf 30 6000 91 91
uf20-02.cnf 60 6000 91 91
uf20-02.cnf 12 6000 91 91
uf20-02.cnf 88 6000 91 91
uf20-02.cnf 12 6000 91 91
uf20-02.cnf 28 6000 91 91
uf20-02.cnf 85 6000 91 91
uf20-02.cnf 28 6000 91 91
uf20-02.cnf 10 6000 91 91
uf20-02.cnf 13 6000 91 91
uf20-02.cnf 3 6000 91 91
uf20-02.cnf 37 6000 91 91
uf20-02.cnf 35 6000 91 91
uf20-02.cnf 17 6000 91 91
uf20-02.cnf 37 6000 91 91
uf20-02.cnf 19 6000 91 91
uf20-02.cnf 5 6000 91 91
uf20-02.cnf 7 6000 91 91
uf20-02.cnf 10 6000 91 91
uf20-02.cnf 10 6000 91 91
uf20-02.cnf 31 6000 91 91
uf20-02.cnf 26 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-02.cnf 13 6000 91 91
uf20-02.cnf 15 6000 91 91
uf20-02.cnf 14 6000 91 91
uf20-02.cnf 15 6000 91 91
uf20-02.cnf 24 6000 91 91
uf20-02.cnf 25 6000 91 91
uf20-02.cnf 40 6000 91 91
uf20-02.cnf 33 6000 91 91
uf20-02.cnf 37 6000 91 91
uf20-02.cnf 29 6000 91 91
uf20-02.cnf 40 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-02.cnf 22 6000 91 91
uf20-02.cnf 14 6000 91 91
uf20-02.cnf 37 6000 91 91
uf20-02.cnf 44 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-02.cnf 15 6000 91 91
uf20-02.cnf 144 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-02.cnf 8 6000 91 91
uf20-03.cnf 383 6000 91 91
uf20-03.cnf 45 6000 91 91
uf20-03.cnf 390 6000 91 91
uf20-03.cnf 229 6000 91 91
uf20-03.cnf 96 6000 91 91
uf20-03.cnf 634 6000 91 91
uf20-03.cnf 176 6000 91 91
uf20-03.cnf 34 6000 91 91
uf20-03.cnf 119 6000 91 91
uf20-03.cnf 21 6000 91 91
uf20-03.cnf 392 6000 91 91
uf20-03.cnf 392 6000 91 91
uf20-03.cnf 203 6000 91 91
uf20-03.cnf 25 6000 91 91
uf20-03.cnf 373 6000 91 91
uf20-03.cnf 168 6000 91 91
uf20-03.cnf 52 6000 91 91
uf20-03.cnf 69 6000 91 91
uf20-03.cnf 36 6000 91 91
uf20-03.cnf 30 6000 91 91
uf20-03.cnf 453 6000 91 91
uf20-03.cnf 91 6000 91 91
uf20-03.cnf 37 6000 91 91
uf20-03.cnf 30 6000 91 91
uf20-03.cnf 105 6000 91 91
uf20-03.cnf 63 6000 91 91
uf20-03.cnf 497 6000 91 91
uf20-03.cnf 116 6000 91 91
uf20-03.cnf 101 6000 91 91
uf20-03.cnf 1006 6000 91 91
uf20-03.cnf 482 6000 91 91
uf20-03.cnf 171 6000 91 91
uf20-03.cnf 411 6000 91 91
uf20-03.cnf 90 6000 91 91
uf20-03.cnf 128 6000 91 91
uf20-03.cnf 159 6000 91 91
uf20-03.cnf 24 6000 91 91
uf20-03.cnf 29 6000 91 91
uf20-03.cnf 667 6000 91 91
uf20-03.cnf 545 6000 91 91
uf20-03.cnf 122 6000 91 91
uf20-03.cnf 86 6000 91 91
uf20-03.cnf 860 6000 91 91
uf20-03.cnf 73 6000 91 91
uf20-03.cnf 64 6000 91 91
uf20-03.cnf 287 6000 91 91
uf20-03.cnf 235 6000 91 91
uf20-03.cnf 139 6000 91 91
uf20-03.cnf 245 6000 91 91
uf20-03.cnf 23 6000 91 91
uf20-03.cnf 1087 6000 91 91
uf20-03.cnf 161 6000 91 91
uf20-03.cnf 30 6000 91 91
uf20-03.cnf 67 6000 91 91
uf20-03.cnf 174 6000 91 91
uf20-03.cnf 51 6000 91 91
uf20-03.cnf 34 6000 91 91
