,instance,init_temperature,min_temperature,cooling_coefficient,equilibrium,cost_coefficient,relative_absolute_error,is_instance_optimal,cost,weight,is_solution
0,wuf75-01,31622776.60168379,0.0001,0.9,300,0.1,0.03384615384615386,False,0.8987898346107300964302258260,19455,False
1,wuf75-01,31622776.60168379,0.0001,0.9,300,0.1,0.018461538461538418,False,0.8990722065348931754332151491,19417,False
2,wuf75-01,31622776.60168379,0.0001,0.9,300,0.1,0.024615384615384595,False,0.8919322307382010342064867726,19258,False
3,wuf75-01,31622776.60168379,0.0001,0.9,300,0.1,0.024615384615384595,False,0.8882210568777733323717104386,19166,False
4,wuf75-01,31622776.60168379,0.0001,0.9,300,0.1,0.009230769230769265,False,0.8922146026623639297696411273,19220,False
5,wuf75-02,31622776.60168379,0.0001,0.9,300,0.1,0.027692307692307683,False,0.9264649437052201799148717754,26121,False
6,wuf75-02,31622776.60168379,0.0001,0.9,300,0.1,0.003076923076923088,False,0.9077213408393039944961281856,25463,False
7,wuf75-02,31622776.60168379,0.0001,0.9,300,0.1,0.018461538461538418,False,0.9126151484135108079089516082,25661,False
8,wuf75-02,31622776.60168379,0.0001,0.9,300,0.1,0.027692307692307683,False,0.8934877175025588567320994308,25090,False
9,wuf75-02,31622776.60168379,0.0001,0.9,300,0.1,0.009230769230769265,False,0.9165493858751280614725146654,25757,False
10,wuf75-03,31622776.60168379,0.0001,0.9,300,0.1,0.0461538461538461,False,0.9449591479428072507995128306,23117,False
11,wuf75-03,31622776.60168379,0.0001,0.9,300,0.1,0.04923076923076919,False,0.9036329150860811836644313682,21993,False
12,wuf75-03,31622776.60168379,0.0001,0.9,300,0.1,0.009230769230769265,False,0.9732273125182376573398449692,23784,False
13,wuf75-03,31622776.60168379,0.0001,0.9,300,0.1,0.018461538461538418,False,0.8824409104172746798061254814,21322,False
14,wuf75-03,31622776.60168379,0.0001,0.9,300,0.1,0.021538461538461506,False,0.8984899328859059705532436620,21771,False
15,wuf75-04,31622776.60168379,0.0001,0.9,300,0.1,0.021538461538461506,False,0.9318829318829318574983658163,25922,False
16,wuf75-04,31622776.60168379,0.0001,0.9,300,0.1,0.043076923076923124,False,0.9298756798756799092544061451,25923,False
17,wuf75-04,31622776.60168379,0.0001,0.9,300,0.1,0.03076923076923077,False,0.9310411810411810452420150533,25923,False
18,wuf75-04,31622776.60168379,0.0001,0.9,300,0.1,0.018461538461538418,False,0.9866291116291115710091977699,27604,False
19,wuf75-04,31622776.60168379,0.0001,0.9,300,0.1,0.024615384615384595,False,0.9315591815591816809917097451,25921,False
20,wuf75-05,31622776.60168379,0.0001,0.9,300,0.1,0.0461538461538461,False,0.8932640750670241286863270777,23865,False
21,wuf75-05,31622776.60168379,0.0001,0.9,300,0.1,0.006153846153846176,False,0.9708109919571045881197956358,26062,False
22,wuf75-05,31622776.60168379,0.0001,0.9,300,0.1,0.01538461538461533,False,0.8974530831099195710455764075,23900,False
23,wuf75-05,31622776.60168379,0.0001,0.9,300,0.1,0.027692307692307683,False,0.8951072386058981233243967828,23866,False
24,wuf75-05,31622776.60168379,0.0001,0.9,300,0.1,0.055384615384615365,False,0.8647117962466488545237735773,23040,False
25,wuf75-06,31622776.60168379,0.0001,0.9,300,0.1,0.024615384615384595,False,0.8222138113752882408003508499,21043,False
26,wuf75-06,31622776.60168379,0.0001,0.9,300,0.1,0.021538461538461506,False,0.8320889102983173023416365840,21321,False
27,wuf75-06,31622776.60168379,0.0001,0.9,300,0.1,0.040000000000000036,False,0.8365275436121529507225464582,21504,False
28,wuf75-06,31622776.60168379,0.0001,0.9,300,0.1,0.03692307692307695,False,0.8537659567147230402410166297,21996,False
29,wuf75-06,31622776.60168379,0.0001,0.9,300,0.1,0.03076923076923077,False,0.8595465024257646329353238984,22146,False
30,wuf75-07,31622776.60168379,0.0001,0.9,300,0.1,0.04923076923076919,False,0.8888888888888888888888888889,22019,False
31,wuf75-07,31622776.60168379,0.0001,0.9,300,0.1,0.03076923076923077,False,0.8908243727598566634227491675,22019,False
32,wuf75-07,31622776.60168379,0.0001,0.9,300,0.1,0.03076923076923077,False,0.9085663082437276311646846514,22514,False
33,wuf75-07,31622776.60168379,0.0001,0.9,300,0.1,0.01538461538461533,False,0.8938351254480287390318782633,22058,False
34,wuf75-07,31622776.60168379,0.0001,0.9,300,0.1,0.05230769230769228,False,0.8964874551971325512907023819,22240,False
35,wuf75-08,31622776.60168379,0.0001,0.9,300,0.1,0.03076923076923077,False,0.9330250596658711533629679440,22185,False
36,wuf75-08,31622776.60168379,0.0001,0.9,300,0.1,0.009230769230769265,False,0.8842482100238664801873197862,20814,False
37,wuf75-08,31622776.60168379,0.0001,0.9,300,0.1,0.03384615384615386,False,0.8912216587112172479137857427,21073,False
38,wuf75-08,31622776.60168379,0.0001,0.9,300,0.1,0.021538461538461506,False,0.9273568019093078055989704904,22006,False
39,wuf75-08,31622776.60168379,0.0001,0.9,300,0.1,0.058461538461538454,False,0.9004325775656326244375546573,21392,False
40,wuf75-09,31622776.60168379,0.0001,0.9,300,0.1,0.018461538461538418,False,0.8825639370135226944048486427,21734,False
41,wuf75-09,31622776.60168379,0.0001,0.9,300,0.1,0.024615384615384595,False,0.8957638365795043224038502147,22120,False
