,instance,init_temperature,min_temperature,cooling_coefficient,equilibrium,cost_coefficient,relative_absolute_error,is_instance_optimal,cost,weight,is_solution
0,wuf50-01,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,12881,17426,False
1,wuf50-01,100000.0,0.0001,0.9,200,5,0.0,False,19392,19392,True
2,wuf50-01,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,10310,14855,False
3,wuf50-01,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,14848,19393,False
4,wuf50-01,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,13787,18332,False
5,wuf50-02,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,16402,20832,False
6,wuf50-02,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,14327,18757,False
7,wuf50-02,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,14628,19058,False
8,wuf50-02,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,10498,14928,False
9,wuf50-02,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,15075,19505,False
10,wuf50-03,100000.0,0.0001,0.9,200,5,0.0,False,20714,20714,True
11,wuf50-03,100000.0,0.0001,0.9,200,5,0.0,False,20464,20464,True
12,wuf50-03,100000.0,0.0001,0.9,200,5,0.0,False,21823,21823,True
13,wuf50-03,100000.0,0.0001,0.9,200,5,0.0,False,21703,21703,True
14,wuf50-03,100000.0,0.0001,0.9,200,5,0.0,False,19960,19960,True
15,wuf50-04,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,12054,15679,False
16,wuf50-04,100000.0,0.0001,0.9,200,5,0.0,False,15678,15678,True
17,wuf50-04,100000.0,0.0001,0.9,200,5,0.0,False,15678,15678,True
18,wuf50-04,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,12054,15679,False
19,wuf50-04,100000.0,0.0001,0.9,200,5,0.0,False,15587,15587,True
20,wuf50-05,100000.0,0.0001,0.9,200,5,0.0,False,13266,13266,True
21,wuf50-05,100000.0,0.0001,0.9,200,5,0.0,False,13954,13954,True
22,wuf50-05,100000.0,0.0001,0.9,200,5,0.0,False,14274,14274,True
23,wuf50-05,100000.0,0.0001,0.9,200,5,0.0,False,13760,13760,True
24,wuf50-05,100000.0,0.0001,0.9,200,5,0.0,False,13459,13459,True
25,wuf50-06,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,3024,3839,False
26,wuf50-06,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,2861,3676,False
27,wuf50-06,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,2621,3436,False
28,wuf50-06,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,2863,3678,False
29,wuf50-06,100000.0,0.0001,0.9,200,5,0.004587155963302725,False,2373,3188,False
30,wuf50-07,100000.0,0.0001,0.9,200,5,0.0,False,27959,27959,True
