inst,succ probSAT,of,steps probSAT,awg fined probSAT,mu probSAT,sig^2 probSAT
uf20-0887.cnf,998,1000,234.427,261.427,4.88446,1.47613
uf20-0888.cnf,1000,1000,88.51,88.51,3.99668,1.14598
uf20-0889.cnf,1000,1000,54.441,54.441,3.62717,0.81237
uf20-0890.cnf,1000,1000,78.144,78.144,3.86696,1.07552
uf20-0891.cnf,998,1000,209.371,236.371,4.72889,1.46446
uf20-0892.cnf,1000,1000,44.094,44.094,3.47468,0.67814
uf20-0893.cnf,1000,1000,144.805,144.805,4.50795,1.09347
uf20-0894.cnf,1000,1000,97.171,97.171,4.10049,1.06636
uf20-0895.cnf,1000,1000,48.724,48.724,3.50636,0.80447
uf20-0896.cnf,1000,1000,125.144,125.144,4.36104,1.0855
uf20-0897.cnf,1000,1000,71.561,71.561,3.78873,1.03593
uf20-0898.cnf,1000,1000,49.464,49.464,3.50378,0.81378
uf20-0899.cnf,1000,1000,55.685,55.685,3.59617,0.89952
uf20-0900.cnf,1000,1000,42.85,42.85,3.22453,1.02851
uf20-0901.cnf,1000,1000,132.621,132.621,4.34942,1.13209
uf20-0902.cnf,1000,1000,89.983,89.983,3.85503,1.38034
uf20-0903.cnf,1000,1000,103.39,103.39,4.05735,1.23961
uf20-0904.cnf,1000,1000,58.412,58.412,3.69065,0.79498
uf20-0905.cnf,1000,1000,45.949,45.949,3.28758,1.02593
uf20-0906.cnf,1000,1000,53.577,53.577,3.58882,0.82734
uf20-0907.cnf,1000,1000,64.452,64.452,3.6596,1.09202
uf20-0908.cnf,1000,1000,192.913,192.913,4.59751,1.64695
uf20-0909.cnf,1000,1000,90.267,90.267,3.94522,1.23742
uf20-0910.cnf,1000,1000,31.806,31.806,3.14063,0.63247
uf20-0911.cnf,1000,1000,21.106,21.106,2.81527,0.47761
uf20-0912.cnf,1000,1000,79.3,79.3,3.92918,0.96775
uf20-0913.cnf,1000,1000,32.311,32.311,3.20301,0.55636
uf20-0914.cnf,1000,1000,104.872,104.872,4.19236,1.07624
uf20-0915.cnf,1000,1000,54.438,54.438,3.55124,0.88233
uf20-0916.cnf,1000,1000,58.464,58.464,3.68254,0.80174
uf20-0917.cnf,1000,1000,41.404,41.404,3.46182,0.55709
uf20-0918.cnf,1000,1000,72.985,72.985,3.92174,0.84248
uf20-0919.cnf,1000,1000,62.41,62.41,3.73556,0.87259
uf20-0920.cnf,1000,1000,61.987,61.987,3.47922,1.14458
uf20-0921.cnf,1000,1000,45.919,45.919,3.4185,0.81319
uf20-0922.cnf,1000,1000,57.867,57.867,3.71452,0.75982
uf20-0923.cnf,1000,1000,31.612,31.612,3.08568,0.73647
uf20-0924.cnf,1000,1000,165.88,165.88,4.65509,1.06466
uf20-0925.cnf,1000,1000,59.034,59.034,3.48165,1.20242
uf20-0926.cnf,1000,1000,78.504,78.504,3.85304,1.07973
uf20-0927.cnf,1000,1000,83.961,83.961,3.88399,1.19181
uf20-0928.cnf,1000,1000,159.266,159.266,4.58772,1.10312
uf20-0929.cnf,1000,1000,67.75,67.75,3.86089,0.7867
uf20-0930.cnf,1000,1000,129.127,129.127,4.40324,1.06708
uf20-0931.cnf,1000,1000,74.032,74.032,3.8563,0.96115
uf20-0932.cnf,1000,1000,20.009,20.009,2.67755,0.57267
uf20-0933.cnf,988,1000,276.644,438.644,4.67726,2.29211
uf20-0934.cnf,1000,1000,42.224,42.224,3.4241,0.69125
uf20-0935.cnf,1000,1000,39.202,39.202,3.32901,0.71498
uf20-0936.cnf,1000,1000,131.689,131.689,4.39997,1.08247
uf20-0937.cnf,997,1000,228.615,269.115,4.70229,1.73669
uf20-0938.cnf,1000,1000,78.821,78.821,4.01527,0.73645
uf20-0939.cnf,1000,1000,56.262,56.262,3.63994,0.80812
uf20-0940.cnf,1000,1000,72.45,72.45,3.75714,1.11928
uf20-0941.cnf,1000,1000,36.734,36.734,3.25849,0.71086
uf20-0942.cnf,1000,1000,30.783,30.783,3.03743,0.71174
uf20-0943.cnf,1000,1000,172.035,172.035,4.59126,1.3673
uf20-0944.cnf,992,1000,252.226,360.226,4.75291,1.87537
uf20-0945.cnf,972,1000,396.085,774.085,5.15033,2.19174
uf20-0946.cnf,1000,1000,35.586,35.586,3.23018,0.6962
uf20-0947.cnf,1000,1000,34.036,34.036,3.20508,0.66047
uf20-0948.cnf,1000,1000,59.701,59.701,3.7779,0.6824
uf20-0949.cnf,1000,1000,64.212,64.212,3.70687,0.91654
uf20-0950.cnf,1000,1000,123.894,123.894,4.28834,1.20068
uf20-0951.cnf,1000,1000,23.362,23.362,2.8857,0.52026
uf20-0952.cnf,1000,1000,71.127,71.127,3.72809,1.10422
uf20-0953.cnf,1000,1000,54.748,54.748,3.45828,1.05509
uf20-0954.cnf,998,1000,207.561,234.561,4.71047,1.49085
uf20-0955.cnf,1000,1000,18.462,18.462,2.71419,0.39729
uf20-0956.cnf,1000,1000,178.033,178.033,4.64418,1.38113
uf20-0957.cnf,1000,1000,77.271,77.271,3.80093,1.13915
uf20-0958.cnf,1000,1000,81.57,81.57,3.95054,1.0217
uf20-0959.cnf,1000,1000,51.199,51.199,3.547,0.81781
uf20-0960.cnf,1000,1000,114.238,114.238,4.24406,1.09873
uf20-0961.cnf,1000,1000,32.739,32.739,3.18538,0.59209
uf20-0962.cnf,968,1000,351.239,783.239,5.01185,1.91915
uf20-0963.cnf,1000,1000,68.156,68.156,3.70908,1.12043
uf20-0964.cnf,1000,1000,33.126,33.126,2.9612,0.88205
uf20-0965.cnf,1000,1000,17.404,17.404,2.6317,0.45082
uf20-0966.cnf,1000,1000,78.666,78.666,3.75521,1.2827
uf20-0967.cnf,1000,1000,88.119,88.119,3.96136,1.13763
uf20-0968.cnf,1000,1000,57.404,57.404,3.62934,0.89575
uf20-0969.cnf,1000,1000,62.87,62.87,3.72079,0.87687
uf20-0970.cnf,1000,1000,57.976,57.976,3.56257,1.03201
uf20-0971.cnf,994,1000,296.515,377.515,5.1335,1.3977
uf20-0972.cnf,1000,1000,96.885,96.885,4.13115,0.97335
uf20-0973.cnf,1000,1000,90.409,90.409,4.11472,0.86824
uf20-0974.cnf,1000,1000,84.11,84.11,3.91752,1.09127
uf20-0975.cnf,1000,1000,50.889,50.889,3.5722,0.75704
uf20-0976.cnf,1000,1000,87.107,87.107,4.02639,0.96661
uf20-0977.cnf,997,1000,227.426,267.926,4.81037,1.56051
uf20-0978.cnf,1000,1000,117.64,117.64,4.35131,0.95763
uf20-0979.cnf,999,1000,185.245,198.745,4.65745,1.30535
uf20-0980.cnf,1000,1000,71.525,71.525,3.93812,0.73256
uf20-0981.cnf,1000,1000,73.543,73.543,3.94031,0.8225
uf20-0982.cnf,1000,1000,59.152,59.152,3.61511,0.93398
uf20-0983.cnf,1000,1000,71.023,71.023,3.80662,0.98792
uf20-0984.cnf,1000,1000,89.707,89.707,4.04654,0.98646
uf20-0985.cnf,1000,1000,141.189,141.189,4.40154,1.27005
uf20-0986.cnf,1000,1000,46.837,46.837,3.46026,0.78067
uf20-0987.cnf,1000,1000,47.384,47.384,3.38112,0.95833
uf20-0988.cnf,1000,1000,31.39,31.39,3.15606,0.59476
uf20-0989.cnf,1000,1000,95.511,95.511,3.94714,1.29218
uf20-0990.cnf,1000,1000,69.92,69.92,3.88236,0.81117
uf20-0991.cnf,1000,1000,21.171,21.171,2.85382,0.41527
uf20-0992.cnf,1000,1000,70.754,70.754,3.90136,0.78681
uf20-0993.cnf,1000,1000,82.501,82.501,3.93101,0.98305
uf20-0994.cnf,1000,1000,50.011,50.011,3.52644,0.8488
uf20-0995.cnf,1000,1000,98.65,98.65,4.12426,1.03975
uf20-0996.cnf,1000,1000,66.022,66.022,3.81284,0.83713
uf20-0997.cnf,1000,1000,43.647,43.647,3.39667,0.79716
uf20-0998.cnf,1000,1000,62.854,62.854,3.73439,0.88072
uf20-0999.cnf,1000,1000,27.175,27.175,3.0214,0.56673
uf20-01000.cnf,1000,1000,133.547,133.547,4.42269,1.11534
uf50-01.cnf,1000,1000,45.845,45.845,3.60629,0.38315
uf50-02.cnf,1000,1000,38.219,38.219,3.48744,0.29922
uf50-03.cnf,1000,1000,33.479,33.479,3.36683,0.26695
uf50-04.cnf,1000,1000,52.322,52.322,3.71362,0.42768
uf50-05.cnf,1000,1000,30.201,30.201,3.28034,0.23408
uf50-06.cnf,1000,1000,42.903,42.903,3.58574,0.32949
uf50-07.cnf,1000,1000,52.615,52.615,3.73618,0.40646
uf50-08.cnf,1000,1000,50.989,50.989,3.69807,0.41813
uf50-09.cnf,1000,1000,38.268,38.268,3.50555,0.25912
uf50-010.cnf,1000,1000,42.597,42.597,3.59937,0.28737
uf50-011.cnf,1000,1000,39.225,39.225,3.54029,0.25273
uf50-012.cnf,1000,1000,131.104,131.104,4.41758,0.86881
uf50-013.cnf,1000,1000,33.557,33.557,3.38177,0.24644
uf50-014.cnf,1000,1000,50.523,50.523,3.70809,0.38481
uf50-015.cnf,1000,1000,33.5,33.5,3.36973,0.25142
uf50-016.cnf,1000,1000,72.917,72.917,4.0169,0.50738
uf50-017.cnf,1000,1000,47.686,47.686,3.67581,0.35516
uf50-018.cnf,1000,1000,32.074,32.074,3.3205,0.26786
uf50-019.cnf,1000,1000,36.281,36.281,3.43353,0.27961
uf50-020.cnf,1000,1000,32.039,32.039,3.34485,0.22463
uf50-021.cnf,1000,1000,30.185,30.185,3.28465,0.2294
uf50-022.cnf,1000,1000,29.863,29.863,3.29278,0.20008
uf50-023.cnf,1000,1000,37.478,37.478,3.49152,0.25537
uf50-024.cnf,1000,1000,58.923,58.923,3.81805,0.4501
uf50-025.cnf,1000,1000,30.904,30.904,3.30419,0.23813
uf50-026.cnf,1000,1000,41.521,41.521,3.54209,0.3257
uf50-027.cnf,1000,1000,31.061,31.061,3.30837,0.24371
uf50-028.cnf,1000,1000,30.833,30.833,3.31582,0.21821
uf50-029.cnf,1000,1000,35.584,35.584,3.42125,0.26502
uf50-030.cnf,1000,1000,59.674,59.674,3.84838,0.44757
uf50-031.cnf,1000,1000,26.014,26.014,3.15611,0.19711
uf50-032.cnf,1000,1000,36.949,36.949,3.48114,0.24709
uf50-033.cnf,1000,1000,32.042,32.042,3.32833,0.25481
uf50-034.cnf,1000,1000,30.187,30.187,3.27817,0.23562
uf50-035.cnf,1000,1000,42.227,42.227,3.53472,0.37558
uf50-036.cnf,1000,1000,70.796,70.796,3.96889,0.53716
uf50-037.cnf,1000,1000,25.245,25.245,3.15653,0.13912
uf50-038.cnf,1000,1000,36.679,36.679,3.44688,0.29217
uf50-039.cnf,1000,1000,29.088,29.088,3.26255,0.2073
uf50-040.cnf,1000,1000,35.9,35.9,3.43242,0.27744
uf50-041.cnf,1000,1000,40.866,40.866,3.52954,0.33728
uf50-042.cnf,1000,1000,39.213,39.213,3.51035,0.29435
uf50-043.cnf,1000,1000,39.504,39.504,3.52713,0.27761
uf50-044.cnf,1000,1000,44.174,44.174,3.5671,0.40256
uf50-045.cnf,1000,1000,35.255,35.255,3.41271,0.27308
uf50-046.cnf,1000,1000,34.901,34.901,3.41846,0.25658
uf50-047.cnf,1000,1000,31.703,31.703,3.31801,0.26056
uf50-048.cnf,1000,1000,36.432,36.432,3.42313,0.32062
uf50-049.cnf,1000,1000,36.877,36.877,3.43185,0.30753
uf50-050.cnf,1000,1000,36.45,36.45,3.45565,0.26893
uf50-051.cnf,1000,1000,27.9,27.9,3.20302,0.22718
uf50-052.cnf,1000,1000,27.775,27.775,3.23102,0.18103
uf50-053.cnf,1000,1000,32.27,32.27,3.34746,0.23726
uf50-054.cnf,1000,1000,34.798,34.798,3.39528,0.2904
uf50-055.cnf,1000,1000,41.485,41.485,3.56434,0.3017
uf50-056.cnf,1000,1000,35.071,35.071,3.44956,0.20941
uf50-057.cnf,1000,1000,28.995,28.995,3.26471,0.20069
uf50-058.cnf,1000,1000,43.421,43.421,3.53196,0.41111
uf50-059.cnf,1000,1000,34.137,34.137,3.38715,0.26604
uf50-060.cnf,1000,1000,53.251,53.251,3.75463,0.40564
uf50-061.cnf,1000,1000,56.365,56.365,3.80923,0.41136
uf50-062.cnf,1000,1000,26.149,26.149,3.17037,0.17815
uf50-063.cnf,1000,1000,38.941,38.941,3.50382,0.28874
uf50-064.cnf,1000,1000,29.017,29.017,3.25275,0.21224
uf50-065.cnf,1000,1000,48.993,48.993,3.65158,0.42259
uf50-066.cnf,1000,1000,39.826,39.826,3.50252,0.33826
uf50-067.cnf,1000,1000,31.188,31.188,3.32713,0.21538
uf50-068.cnf,1000,1000,36.146,36.146,3.45532,0.24841
uf50-069.cnf,1000,1000,47.375,47.375,3.68255,0.33697
uf50-070.cnf,1000,1000,41.244,41.244,3.50548,0.38267
uf50-071.cnf,1000,1000,34.802,34.802,3.41376,0.25604
uf50-072.cnf,1000,1000,31.16,31.16,3.32831,0.21092
uf50-073.cnf,1000,1000,26.397,26.397,3.19127,0.16026
uf50-074.cnf,1000,1000,31.935,31.935,3.33838,0.23517
uf50-075.cnf,1000,1000,39.268,39.268,3.53483,0.26091
uf50-076.cnf,1000,1000,35.548,35.548,3.44074,0.241
uf50-077.cnf,1000,1000,52.19,52.19,3.71571,0.42679
uf50-078.cnf,1000,1000,40.39,40.39,3.52669,0.31115
uf50-079.cnf,1000,1000,25.298,25.298,3.14993,0.16042
uf50-080.cnf,1000,1000,47.655,47.655,3.6602,0.36837
uf50-081.cnf,1000,1000,38.243,38.243,3.46123,0.32483
uf50-082.cnf,1000,1000,25.429,25.429,3.13611,0.19456
uf50-083.cnf,1000,1000,29.9,29.9,3.29305,0.19829
uf50-084.cnf,1000,1000,34.448,34.448,3.39537,0.27125
uf50-085.cnf,1000,1000,32.125,32.125,3.35894,0.2135
uf50-086.cnf,1000,1000,68.199,68.199,3.86016,0.58736
uf50-087.cnf,1000,1000,62.857,62.857,3.8949,0.46305
uf50-088.cnf,1000,1000,33.525,33.525,3.3987,0.22091
uf50-089.cnf,1000,1000,39.174,39.174,3.51343,0.27829
uf50-090.cnf,1000,1000,46.799,46.799,3.63427,0.38279
uf50-091.cnf,1000,1000,26.696,26.696,3.19094,0.1779
uf50-092.cnf,1000,1000,38.705,38.705,3.48964,0.31807
uf50-093.cnf,1000,1000,45.716,45.716,3.6401,0.35144
uf50-094.cnf,1000,1000,34.949,34.949,3.40378,0.27225
uf50-095.cnf,1000,1000,39.753,39.753,3.54213,0.26649
uf50-096.cnf,1000,1000,43.399,43.399,3.59541,0.33564
uf50-097.cnf,1000,1000,43.376,43.376,3.60915,0.31226
uf50-098.cnf,1000,1000,43.399,43.399,3.55922,0.38452
uf50-099.cnf,1000,1000,40.595,40.595,3.52058,0.32805
uf50-0100.cnf,1000,1000,38.52,38.52,3.5245,0.24683
uf50-0101.cnf,1000,1000,41.538,41.538,3.53064,0.34463
uf50-0102.cnf,1000,1000,42.552,42.552,3.57159,0.31568
uf50-0103.cnf,1000,1000,27.472,27.472,3.22283,0.17746
uf50-0104.cnf,1000,1000,31.133,31.133,3.33411,0.20086
uf50-0105.cnf,1000,1000,33.538,33.538,3.40063,0.21899
uf50-0106.cnf,1000,1000,31.488,31.488,3.32883,0.23112
uf50-0107.cnf,1000,1000,38.98,38.98,3.50629,0.2975
uf50-0108.cnf,1000,1000,33.455,33.455,3.38622,0.23555
uf50-0109.cnf,1000,1000,38.451,38.451,3.49059,0.3041
uf50-0110.cnf,1000,1000,41.676,41.676,3.53997,0.33851
uf50-0111.cnf,1000,1000,38.851,38.851,3.49244,0.3021
uf50-0112.cnf,1000,1000,34.699,34.699,3.42378,0.23465
uf50-0113.cnf,1000,1000,40.789,40.789,3.53342,0.33138
uf50-0114.cnf,1000,1000,40.924,40.924,3.54642,0.31397
uf50-0115.cnf,1000,1000,35.057,35.057,3.39374,0.28857
uf50-0116.cnf,1000,1000,36.204,36.204,3.45206,0.26916
uf50-0117.cnf,1000,1000,24.114,24.114,3.09123,0.17753
uf50-0118.cnf,1000,1000,33.467,33.467,3.36412,0.27697
uf50-0119.cnf,1000,1000,43.88,43.88,3.60292,0.33345
uf50-0120.cnf,1000,1000,32.875,32.875,3.36116,0.25569
uf50-0121.cnf,1000,1000,39.011,39.011,3.48681,0.31325
uf50-0122.cnf,1000,1000,38.651,38.651,3.51128,0.27475
uf50-0123.cnf,1000,1000,68.699,68.699,3.96834,0.49331
uf50-0124.cnf,1000,1000,28.954,28.954,3.26476,0.19699
uf50-0125.cnf,1000,1000,52.974,52.974,3.75784,0.39059
uf50-0126.cnf,1000,1000,27.875,27.875,3.21312,0.20674
uf50-0127.cnf,1000,1000,30.831,30.831,3.31782,0.20844
uf50-0128.cnf,1000,1000,39.802,39.802,3.54586,0.26625
uf50-0129.cnf,1000,1000,33.899,33.899,3.39575,0.24087
uf50-0130.cnf,1000,1000,29.396,29.396,3.26771,0.21521
uf50-0131.cnf,1000,1000,34.326,34.326,3.39244,0.26137
uf50-0132.cnf,1000,1000,31.673,31.673,3.34512,0.21461
uf50-0133.cnf,999,1000,119.059,132.559,4.33429,0.74445
uf50-0134.cnf,1000,1000,44.825,44.825,3.63146,0.32273
uf50-0135.cnf,1000,1000,49.825,49.825,3.63771,0.47289
uf50-0136.cnf,1000,1000,28.796,28.796,3.24427,0.21586
uf50-0137.cnf,1000,1000,36.145,36.145,3.4439,0.27772
uf50-0138.cnf,1000,1000,27.301,27.301,3.21405,0.17967
uf50-0139.cnf,1000,1000,67.915,67.915,3.93674,0.49042
uf50-0140.cnf,1000,1000,38.651,38.651,3.48964,0.3074
uf50-0141.cnf,1000,1000,28.017,28.017,3.22156,0.21528
uf50-0142.cnf,1000,1000,30.548,30.548,3.31368,0.20343
uf50-0143.cnf,1000,1000,44.484,44.484,3.67181,0.24168
uf50-0144.cnf,1000,1000,65.691,65.691,3.83967,0.58009
uf50-0145.cnf,1000,1000,36.666,36.666,3.45555,0.26225
uf50-0146.cnf,1000,1000,50.584,50.584,3.68233,0.43261
uf50-0147.cnf,1000,1000,43.262,43.262,3.54154,0.39174
uf50-0148.cnf,1000,1000,34.091,34.091,3.42002,0.2086
uf50-0149.cnf,1000,1000,31.853,31.853,3.33711,0.23428
uf50-0150.cnf,1000,1000,36.556,36.556,3.42353,0.31531
uf50-0151.cnf,1000,1000,33.295,33.295,3.38462,0.22183
uf50-0152.cnf,1000,1000,40.0,40.0,3.51782,0.31037
uf50-0153.cnf,1000,1000,41.782,41.782,3.55528,0.32481
uf50-0154.cnf,1000,1000,73.868,73.868,3.95972,0.62595
uf50-0155.cnf,1000,1000,43.973,43.973,3.61534,0.31683
uf50-0156.cnf,1000,1000,38.16,38.16,3.50533,0.26139
uf50-0157.cnf,1000,1000,37.103,37.103,3.45087,0.2864
uf50-0158.cnf,1000,1000,51.604,51.604,3.68872,0.47079
uf50-0159.cnf,1000,1000,39.711,39.711,3.48772,0.35876
uf50-0160.cnf,1000,1000,34.823,34.823,3.40799,0.26758
uf50-0161.cnf,1000,1000,24.118,24.118,3.10621,0.14868
uf50-0162.cnf,1000,1000,37.268,37.268,3.46034,0.28289
uf50-0163.cnf,1000,1000,29.492,29.492,3.27375,0.2066
uf50-0164.cnf,1000,1000,46.421,46.421,3.66231,0.33576
uf50-0165.cnf,1000,1000,34.001,34.001,3.38046,0.2633
uf50-0166.cnf,1000,1000,30.969,30.969,3.32565,0.20642
uf50-0167.cnf,1000,1000,46.817,46.817,3.6749,0.32457
uf50-0168.cnf,1000,1000,35.095,35.095,3.39952,0.28902
uf50-0169.cnf,1000,1000,23.504,23.504,3.07771,0.15701
uf50-0170.cnf,1000,1000,32.012,32.012,3.35335,0.21063
uf50-0171.cnf,1000,1000,29.1,29.1,3.25894,0.21176
uf50-0172.cnf,1000,1000,45.316,45.316,3.64692,0.31929
uf50-0173.cnf,1000,1000,32.313,32.313,3.37644,0.19879
uf50-0174.cnf,1000,1000,34.555,34.555,3.41661,0.24521
uf50-0175.cnf,1000,1000,57.455,57.455,3.81604,0.41826
uf50-0176.cnf,1000,1000,49.101,49.101,3.67892,0.40527
uf50-0177.cnf,1000,1000,42.22,42.22,3.56727,0.32069
uf50-0178.cnf,1000,1000,23.688,23.688,3.07089,0.17938
uf50-0179.cnf,1000,1000,48.991,48.991,3.59841,0.45282
uf50-0180.cnf,1000,1000,31.655,31.655,3.34474,0.20981
uf50-0181.cnf,1000,1000,52.789,52.789,3.76539,0.37443
uf50-0182.cnf,1000,1000,52.315,52.315,3.71716,0.43586
uf50-0183.cnf,1000,1000,29.285,29.285,3.24349,0.24223
uf50-0184.cnf,1000,1000,35.531,35.531,3.38645,0.31954
uf50-0185.cnf,1000,1000,48.869,48.869,3.65957,0.41022
uf50-0186.cnf,1000,1000,45.297,45.297,3.64547,0.31974
uf50-0187.cnf,1000,1000,42.218,42.218,3.5981,0.28161
uf50-0188.cnf,1000,1000,35.825,35.825,3.44054,0.25766
uf50-0189.cnf,1000,1000,28.786,28.786,3.26519,0.18069
uf50-0190.cnf,1000,1000,30.755,30.755,3.30239,0.23266
uf50-0191.cnf,1000,1000,53.615,53.615,3.7252,0.42398
uf50-0192.cnf,1000,1000,29.893,29.893,3.28596,0.21338
uf50-0193.cnf,1000,1000,59.118,59.118,3.84778,0.4269
uf50-0194.cnf,1000,1000,41.349,41.349,3.53115,0.3437
uf50-0195.cnf,1000,1000,40.192,40.192,3.55148,0.27727
uf50-0196.cnf,1000,1000,35.024,35.024,3.40211,0.28925
uf50-0197.cnf,1000,1000,36.229,36.229,3.44453,0.24702
uf50-0198.cnf,1000,1000,33.918,33.918,3.38687,0.25884
uf50-0199.cnf,1000,1000,38.822,38.822,3.4656,0.3423
uf50-0200.cnf,1000,1000,28.932,28.932,3.27271,0.18051
uf50-0201.cnf,1000,1000,41.897,41.897,3.55201,0.34466
uf50-0202.cnf,1000,1000,38.266,38.266,3.43801,0.35859
uf50-0203.cnf,1000,1000,43.842,43.842,3.60002,0.33775
uf50-0204.cnf,1000,1000,34.778,34.778,3.41041,0.2617
uf50-0205.cnf,1000,1000,37.337,37.337,3.46642,0.28999
uf50-0206.cnf,1000,1000,28.716,28.716,3.242,0.21345
uf50-0207.cnf,1000,1000,43.788,43.788,3.58653,0.33859
uf50-0208.cnf,1000,1000,43.552,43.552,3.55632,0.37404
uf50-0209.cnf,1000,1000,30.373,30.373,3.31054,0.20044
uf50-0210.cnf,1000,1000,41.671,41.671,3.52144,0.35909
uf50-0211.cnf,1000,1000,36.851,36.851,3.47554,0.25138
uf50-0212.cnf,1000,1000,33.323,33.323,3.3822,0.23545
uf50-0213.cnf,1000,1000,34.991,34.991,3.3918,0.31222
uf50-0214.cnf,1000,1000,36.804,36.804,3.47126,0.25447
uf50-0215.cnf,1000,1000,35.857,35.857,3.42922,0.28812
uf50-0216.cnf,1000,1000,45.169,45.169,3.60578,0.35401
uf50-0217.cnf,1000,1000,35.93,35.93,3.43772,0.27189
uf50-0218.cnf,1000,1000,34.143,34.143,3.37967,0.28083
uf50-0219.cnf,1000,1000,46.072,46.072,3.6329,0.36574
uf50-0220.cnf,1000,1000,52.21,52.21,3.70325,0.46759
uf50-0221.cnf,1000,1000,45.57,45.57,3.63804,0.33736
uf50-0222.cnf,1000,1000,28.491,28.491,3.25502,0.18061
uf50-0223.cnf,1000,1000,39.285,39.285,3.49867,0.31032
uf50-0224.cnf,1000,1000,28.198,28.198,3.23946,0.19822
uf50-0225.cnf,1000,1000,40.964,40.964,3.57236,0.2632
uf50-0226.cnf,1000,1000,57.443,57.443,3.80278,0.46474
uf50-0227.cnf,1000,1000,36.815,36.815,3.47411,0.25906
uf50-0228.cnf,1000,1000,34.006,34.006,3.38392,0.25945
uf50-0229.cnf,1000,1000,48.09,48.09,3.62905,0.44206
uf50-0230.cnf,1000,1000,35.766,35.766,3.44793,0.24609
uf50-0231.cnf,1000,1000,45.849,45.849,3.61827,0.3799
uf50-0232.cnf,1000,1000,30.401,30.401,3.28345,0.24477
uf50-0233.cnf,1000,1000,46.849,46.849,3.63612,0.38271
uf50-0234.cnf,1000,1000,41.134,41.134,3.52768,0.34186
uf50-0235.cnf,1000,1000,50.331,50.331,3.68879,0.40414
uf50-0236.cnf,1000,1000,33.221,33.221,3.35681,0.26926
uf50-0237.cnf,1000,1000,28.902,28.902,3.23169,0.2375
uf50-0238.cnf,1000,1000,27.04,27.04,3.19278,0.1981
uf50-0239.cnf,1000,1000,26.034,26.034,3.16521,0.1802
uf50-0240.cnf,1000,1000,43.487,43.487,3.60331,0.31851
uf50-0241.cnf,1000,1000,49.48,49.48,3.71831,0.33767
uf50-0242.cnf,1000,1000,33.179,33.179,3.37573,0.24142
uf50-0243.cnf,1000,1000,30.996,30.996,3.31106,0.22578
uf50-0244.cnf,1000,1000,28.355,28.355,3.24373,0.1951
uf50-0245.cnf,1000,1000,27.02,27.02,3.19176,0.1995
uf50-0246.cnf,1000,1000,61.564,61.564,3.84924,0.48833
uf50-0247.cnf,1000,1000,39.696,39.696,3.53886,0.27181
uf50-0248.cnf,1000,1000,42.121,42.121,3.57852,0.30682
uf50-0249.cnf,1000,1000,43.011,43.011,3.5954,0.31182
uf50-0250.cnf,1000,1000,26.678,26.678,3.18532,0.18706
uf50-0251.cnf,1000,1000,45.681,45.681,3.61019,0.38278
uf50-0252.cnf,1000,1000,27.959,27.959,3.20983,0.21806
uf50-0253.cnf,1000,1000,30.508,30.508,3.32376,0.17936
uf50-0254.cnf,1000,1000,34.654,34.654,3.41134,0.24763
uf50-0255.cnf,1000,1000,26.99,26.99,3.20418,0.18094
uf50-0256.cnf,1000,1000,35.6,35.6,3.42018,0.27608
uf50-0257.cnf,1000,1000,31.115,31.115,3.3165,0.22297
uf50-0258.cnf,1000,1000,103.719,103.719,4.23964,0.73517
uf50-0259.cnf,1000,1000,38.617,38.617,3.45391,0.34978
uf50-0260.cnf,1000,1000,26.087,26.087,3.14493,0.21738
uf50-0261.cnf,1000,1000,26.132,26.132,3.16797,0.17726
uf50-0262.cnf,1000,1000,32.954,32.954,3.35946,0.24913
uf50-0263.cnf,1000,1000,61.537,61.537,3.81844,0.52226
uf50-0264.cnf,1000,1000,31.365,31.365,3.33181,0.21457
uf50-0265.cnf,1000,1000,33.032,33.032,3.38056,0.22317
uf50-0266.cnf,1000,1000,43.287,43.287,3.6092,0.29905
uf50-0267.cnf,1000,1000,64.52,64.52,3.93664,0.43714
uf50-0268.cnf,1000,1000,53.598,53.598,3.73841,0.42615
uf50-0269.cnf,1000,1000,31.753,31.753,3.3384,0.22631
uf50-0270.cnf,1000,1000,41.82,41.82,3.57943,0.29505
uf50-0271.cnf,1000,1000,32.79,32.79,3.34841,0.26225
uf50-0272.cnf,1000,1000,35.246,35.246,3.42912,0.26177
uf50-0273.cnf,1000,1000,29.926,29.926,3.26784,0.25234
uf50-0274.cnf,1000,1000,51.063,51.063,3.73914,0.34755
uf50-0275.cnf,1000,1000,40.922,40.922,3.56074,0.28006
uf50-0276.cnf,1000,1000,37.594,37.594,3.47142,0.28079
uf50-0277.cnf,1000,1000,27.318,27.318,3.21063,0.18638
uf50-0278.cnf,1000,1000,40.333,40.333,3.50385,0.33302
uf50-0279.cnf,1000,1000,31.823,31.823,3.3371,0.22954
uf50-0280.cnf,1000,1000,34.769,34.769,3.41297,0.26261
uf50-0281.cnf,1000,1000,31.861,31.861,3.32415,0.24811
uf50-0282.cnf,1000,1000,38.983,38.983,3.50142,0.30507
uf50-0283.cnf,1000,1000,57.01,57.01,3.74118,0.53679
uf50-0284.cnf,1000,1000,61.793,61.793,3.81223,0.52888
uf50-0285.cnf,1000,1000,59.726,59.726,3.83709,0.46643
uf50-0286.cnf,1000,1000,45.146,45.146,3.62197,0.34996
uf50-0287.cnf,1000,1000,29.386,29.386,3.28002,0.19493
