inst,succ probSAT,of,steps probSAT,awg fined probSAT,mu probSAT,sig^2 probSAT
uf50-0687.cnf,1000,1000,34.855,34.855,3.41637,0.2616
uf50-0688.cnf,1000,1000,47.419,47.419,3.66776,0.36499
uf50-0689.cnf,1000,1000,44.063,44.063,3.55632,0.40927
uf50-0690.cnf,1000,1000,47.328,47.328,3.70434,0.3011
uf50-0691.cnf,1000,1000,47.144,47.144,3.68873,0.3193
uf50-0692.cnf,1000,1000,57.445,57.445,3.80766,0.43005
uf50-0693.cnf,1000,1000,45.406,45.406,3.60533,0.37016
uf50-0694.cnf,1000,1000,32.833,32.833,3.31936,0.30846
uf50-0695.cnf,1000,1000,30.657,30.657,3.30079,0.23009
uf50-0696.cnf,1000,1000,37.558,37.558,3.4744,0.2878
uf50-0697.cnf,1000,1000,53.397,53.397,3.76188,0.4125
uf50-0698.cnf,1000,1000,34.246,34.246,3.4034,0.24044
uf50-0699.cnf,1000,1000,39.43,39.43,3.50041,0.33021
uf50-0700.cnf,1000,1000,34.087,34.087,3.4027,0.23718
uf50-0701.cnf,1000,1000,35.484,35.484,3.42517,0.25757
uf50-0702.cnf,1000,1000,41.596,41.596,3.54628,0.33337
uf50-0703.cnf,1000,1000,38.699,38.699,3.5049,0.28182
uf50-0704.cnf,1000,1000,35.156,35.156,3.41902,0.26771
uf50-0705.cnf,1000,1000,65.675,65.675,3.86002,0.55319
uf50-0706.cnf,1000,1000,36.859,36.859,3.45024,0.28571
uf50-0707.cnf,1000,1000,40.834,40.834,3.53262,0.32518
uf50-0708.cnf,1000,1000,35.459,35.459,3.42012,0.26422
uf50-0709.cnf,1000,1000,25.103,25.103,3.145,0.14948
uf50-0710.cnf,1000,1000,53.602,53.602,3.77563,0.39016
uf50-0711.cnf,1000,1000,24.025,24.025,3.08496,0.18048
uf50-0712.cnf,1000,1000,52.195,52.195,3.7564,0.3842
uf50-0713.cnf,1000,1000,38.976,38.976,3.51926,0.27216
uf50-0714.cnf,1000,1000,30.314,30.314,3.308,0.19302
uf50-0715.cnf,1000,1000,36.903,36.903,3.46502,0.26489
uf50-0716.cnf,1000,1000,29.527,29.527,3.26262,0.22867
uf50-0717.cnf,1000,1000,45.641,45.641,3.62266,0.36056
uf50-0718.cnf,1000,1000,33.978,33.978,3.40508,0.22838
uf50-0719.cnf,1000,1000,27.996,27.996,3.2296,0.19352
uf50-0720.cnf,1000,1000,39.937,39.937,3.51939,0.3124
uf50-0721.cnf,1000,1000,26.717,26.717,3.18341,0.19077
uf50-0722.cnf,1000,1000,33.672,33.672,3.37502,0.25467
uf50-0723.cnf,1000,1000,30.508,30.508,3.297,0.23089
uf50-0724.cnf,1000,1000,35.588,35.588,3.4346,0.26331
uf50-0725.cnf,1000,1000,28.05,28.05,3.24322,0.1783
uf50-0726.cnf,1000,1000,32.217,32.217,3.34148,0.25116
uf50-0727.cnf,1000,1000,32.239,32.239,3.35275,0.2296
uf50-0728.cnf,1000,1000,74.571,74.571,3.95816,0.64209
uf50-0729.cnf,1000,1000,32.883,32.883,3.35318,0.26026
uf50-0730.cnf,1000,1000,33.479,33.479,3.36794,0.26859
uf50-0731.cnf,1000,1000,34.364,34.364,3.383,0.28082
uf50-0732.cnf,1000,1000,36.361,36.361,3.39484,0.3431
uf50-0733.cnf,1000,1000,52.378,52.378,3.75825,0.3771
uf50-0734.cnf,1000,1000,41.56,41.56,3.57325,0.28692
uf50-0735.cnf,1000,1000,31.904,31.904,3.34377,0.22483
uf50-0736.cnf,1000,1000,30.959,30.959,3.32102,0.21286
uf50-0737.cnf,1000,1000,40.101,40.101,3.50868,0.32441
uf50-0738.cnf,1000,1000,58.225,58.225,3.80685,0.46113
uf50-0739.cnf,1000,1000,46.115,46.115,3.64817,0.34559
uf50-0740.cnf,1000,1000,39.137,39.137,3.52995,0.25506
uf50-0741.cnf,1000,1000,42.771,42.771,3.58909,0.31483
uf50-0742.cnf,1000,1000,36.967,36.967,3.43274,0.3229
uf50-0743.cnf,1000,1000,35.444,35.444,3.42511,0.26929
uf50-0744.cnf,1000,1000,49.684,49.684,3.61677,0.44826
uf50-0745.cnf,1000,1000,38.093,38.093,3.47355,0.31024
uf50-0746.cnf,1000,1000,21.767,21.767,3.0112,0.13295
uf50-0747.cnf,1000,1000,42.308,42.308,3.50319,0.40355
uf50-0748.cnf,1000,1000,31.774,31.774,3.34772,0.20765
uf50-0749.cnf,1000,1000,47.943,47.943,3.65746,0.38603
uf50-0750.cnf,1000,1000,33.229,33.229,3.36234,0.26036
uf50-0751.cnf,1000,1000,32.3,32.3,3.3274,0.26307
uf50-0752.cnf,1000,1000,34.401,34.401,3.40669,0.24868
uf50-0753.cnf,1000,1000,24.63,24.63,3.12894,0.14449
uf50-0754.cnf,1000,1000,41.91,41.91,3.55867,0.32297
uf50-0755.cnf,1000,1000,38.156,38.156,3.49225,0.28346
uf50-0756.cnf,1000,1000,31.377,31.377,3.31413,0.24123
uf50-0757.cnf,1000,1000,32.863,32.863,3.35832,0.25299
uf50-0758.cnf,1000,1000,38.127,38.127,3.49432,0.2719
uf50-0759.cnf,1000,1000,43.753,43.753,3.57244,0.38922
uf50-0760.cnf,1000,1000,35.135,35.135,3.42745,0.24658
uf50-0761.cnf,1000,1000,46.454,46.454,3.66388,0.3228
uf50-0762.cnf,1000,1000,32.748,32.748,3.36774,0.23234
uf50-0763.cnf,1000,1000,50.687,50.687,3.74135,0.34961
uf50-0764.cnf,1000,1000,37.357,37.357,3.44106,0.32867
uf50-0765.cnf,1000,1000,41.322,41.322,3.55708,0.30544
uf50-0766.cnf,1000,1000,48.105,48.105,3.65214,0.39822
uf50-0767.cnf,1000,1000,34.391,34.391,3.40491,0.24879
uf50-0768.cnf,1000,1000,69.998,69.998,4.01643,0.4471
uf50-0769.cnf,1000,1000,34.828,34.828,3.41736,0.25114
uf50-0770.cnf,1000,1000,33.62,33.62,3.39726,0.22605
uf50-0771.cnf,1000,1000,28.159,28.159,3.22957,0.20396
uf50-0772.cnf,1000,1000,38.318,38.318,3.51394,0.25483
uf50-0773.cnf,1000,1000,51.853,51.853,3.77038,0.35681
uf50-0774.cnf,1000,1000,34.504,34.504,3.39735,0.26356
uf50-0775.cnf,1000,1000,31.01,31.01,3.31826,0.22361
uf50-0776.cnf,1000,1000,44.557,44.557,3.62081,0.32736
uf50-0777.cnf,1000,1000,56.132,56.132,3.82786,0.37885
uf50-0778.cnf,1000,1000,39.347,39.347,3.51714,0.29188
uf50-0779.cnf,1000,1000,31.284,31.284,3.31248,0.23679
uf50-0780.cnf,1000,1000,35.562,35.562,3.43037,0.26955
uf50-0781.cnf,1000,1000,37.912,37.912,3.47934,0.29106
uf50-0782.cnf,1000,1000,39.853,39.853,3.50136,0.34342
uf50-0783.cnf,1000,1000,45.236,45.236,3.62648,0.34355
uf50-0784.cnf,1000,1000,35.989,35.989,3.42506,0.28653
uf50-0785.cnf,1000,1000,36.703,36.703,3.45463,0.27221
uf50-0786.cnf,1000,1000,31.562,31.562,3.30658,0.2706
uf50-0787.cnf,1000,1000,29.8,29.8,3.27737,0.22104
uf50-0788.cnf,1000,1000,86.238,86.238,4.11222,0.65795
uf50-0789.cnf,1000,1000,35.225,35.225,3.43486,0.24068
uf50-0790.cnf,1000,1000,34.604,34.604,3.40258,0.26465
uf50-0791.cnf,1000,1000,58.901,58.901,3.81166,0.46895
uf50-0792.cnf,1000,1000,25.053,25.053,3.11907,0.1922
uf50-0793.cnf,1000,1000,37.107,37.107,3.47509,0.26269
uf50-0794.cnf,1000,1000,28.717,28.717,3.25704,0.1906
uf50-0795.cnf,1000,1000,40.93,40.93,3.56149,0.28598
uf50-0796.cnf,1000,1000,35.504,35.504,3.41107,0.28948
uf50-0797.cnf,1000,1000,35.581,35.581,3.41636,0.26872
uf50-0798.cnf,1000,1000,35.003,35.003,3.4173,0.25329
uf50-0799.cnf,1000,1000,37.288,37.288,3.48043,0.2727
uf50-0800.cnf,1000,1000,29.375,29.375,3.2717,0.19815
uf50-0801.cnf,1000,1000,40.089,40.089,3.54117,0.28445
uf50-0802.cnf,1000,1000,25.721,25.721,3.14987,0.18092
uf50-0803.cnf,1000,1000,36.101,36.101,3.42802,0.28493
uf50-0804.cnf,1000,1000,29.96,29.96,3.29365,0.20566
uf50-0805.cnf,1000,1000,27.802,27.802,3.23165,0.1817
uf50-0806.cnf,1000,1000,33.278,33.278,3.40139,0.20329
uf50-0807.cnf,1000,1000,29.987,29.987,3.30553,0.18695
uf50-0808.cnf,1000,1000,27.9,27.9,3.22694,0.19687
uf50-0809.cnf,1000,1000,37.765,37.765,3.47631,0.28014
uf50-0810.cnf,1000,1000,37.246,37.246,3.48605,0.24222
uf50-0811.cnf,1000,1000,28.358,28.358,3.24748,0.18966
uf50-0812.cnf,1000,1000,89.558,89.558,4.16455,0.64832
uf50-0813.cnf,1000,1000,35.058,35.058,3.40123,0.2799
uf50-0814.cnf,1000,1000,35.417,35.417,3.4235,0.26493
uf50-0815.cnf,1000,1000,46.577,46.577,3.63159,0.3852
uf50-0816.cnf,1000,1000,29.183,29.183,3.2615,0.21757
uf50-0817.cnf,1000,1000,32.401,32.401,3.35532,0.22961
uf50-0818.cnf,1000,1000,32.501,32.501,3.3761,0.20498
uf50-0819.cnf,1000,1000,44.98,44.98,3.60159,0.37169
uf50-0820.cnf,1000,1000,32.511,32.511,3.36284,0.22548
uf50-0821.cnf,998,1000,132.198,159.198,4.30822,0.93981
uf50-0822.cnf,1000,1000,36.19,36.19,3.44405,0.26827
uf50-0823.cnf,1000,1000,46.078,46.078,3.60639,0.40668
uf50-0824.cnf,1000,1000,25.401,25.401,3.14823,0.17237
uf50-0825.cnf,1000,1000,48.795,48.795,3.65306,0.39805
uf50-0826.cnf,1000,1000,48.32,48.32,3.66797,0.37868
uf50-0827.cnf,1000,1000,37.81,37.81,3.48927,0.27436
uf50-0828.cnf,1000,1000,47.379,47.379,3.64124,0.38937
uf50-0829.cnf,1000,1000,30.037,30.037,3.29381,0.2044
uf50-0830.cnf,1000,1000,34.876,34.876,3.3939,0.28232
uf50-0831.cnf,1000,1000,38.405,38.405,3.4694,0.32192
uf50-0832.cnf,1000,1000,71.336,71.336,3.99155,0.51938
uf50-0833.cnf,1000,1000,26.67,26.67,3.19058,0.17468
uf50-0834.cnf,1000,1000,31.658,31.658,3.3385,0.22768
uf50-0835.cnf,1000,1000,28.25,28.25,3.23963,0.19995
uf50-0836.cnf,1000,1000,35.941,35.941,3.41881,0.29744
uf50-0837.cnf,1000,1000,41.259,41.259,3.54984,0.31944
uf50-0838.cnf,1000,1000,26.75,26.75,3.18903,0.19035
uf50-0839.cnf,1000,1000,33.016,33.016,3.38343,0.21968
uf50-0840.cnf,1000,1000,31.65,31.65,3.34671,0.20963
uf50-0841.cnf,1000,1000,43.345,43.345,3.58761,0.34407
uf50-0842.cnf,1000,1000,46.021,46.021,3.63563,0.35738
uf50-0843.cnf,1000,1000,52.608,52.608,3.72872,0.4444
uf50-0844.cnf,1000,1000,29.382,29.382,3.275,0.19665
uf50-0845.cnf,1000,1000,31.184,31.184,3.32529,0.21369
uf50-0846.cnf,1000,1000,31.862,31.862,3.30978,0.26816
uf50-0847.cnf,1000,1000,32.683,32.683,3.363,0.23196
uf50-0848.cnf,1000,1000,30.043,30.043,3.29327,0.21257
uf50-0849.cnf,1000,1000,27.256,27.256,3.22423,0.15838
uf50-0850.cnf,1000,1000,58.744,58.744,3.82863,0.44751
uf50-0851.cnf,1000,1000,73.746,73.746,3.96149,0.6064
uf50-0852.cnf,1000,1000,36.6,36.6,3.44029,0.29347
uf50-0853.cnf,1000,1000,27.0,27.0,3.20074,0.1842
uf50-0854.cnf,1000,1000,42.7,42.7,3.58572,0.31013
uf50-0855.cnf,1000,1000,33.632,33.632,3.3645,0.25887
uf50-0856.cnf,1000,1000,51.556,51.556,3.70803,0.43592
uf50-0857.cnf,1000,1000,48.177,48.177,3.68935,0.3447
uf50-0858.cnf,1000,1000,36.864,36.864,3.4277,0.32026
uf50-0859.cnf,1000,1000,43.384,43.384,3.58906,0.34017
uf50-0860.cnf,1000,1000,29.157,29.157,3.26065,0.21355
uf50-0861.cnf,1000,1000,36.037,36.037,3.4601,0.24126
uf50-0862.cnf,1000,1000,43.56,43.56,3.60686,0.30953
uf50-0863.cnf,1000,1000,55.855,55.855,3.78356,0.4417
uf50-0864.cnf,1000,1000,29.223,29.223,3.26117,0.20932
uf50-0865.cnf,1000,1000,30.505,30.505,3.29674,0.22453
uf50-0866.cnf,1000,1000,28.839,28.839,3.25594,0.20367
uf50-0867.cnf,1000,1000,35.533,35.533,3.42874,0.27252
uf50-0868.cnf,1000,1000,57.513,57.513,3.74271,0.5572
uf50-0869.cnf,1000,1000,40.576,40.576,3.52832,0.30793
uf50-0870.cnf,1000,1000,52.508,52.508,3.75046,0.39937
uf50-0871.cnf,1000,1000,33.992,33.992,3.41512,0.20989
uf50-0872.cnf,1000,1000,34.064,34.064,3.38222,0.26644
uf50-0873.cnf,1000,1000,52.304,52.304,3.76301,0.36602
uf50-0874.cnf,1000,1000,28.493,28.493,3.24728,0.20131
uf50-0875.cnf,1000,1000,28.656,28.656,3.23445,0.22702
uf50-0876.cnf,1000,1000,33.678,33.678,3.33526,0.31709
uf50-0877.cnf,1000,1000,87.983,87.983,4.07624,0.65226
uf50-0878.cnf,1000,1000,36.556,36.556,3.45426,0.26663
uf50-0879.cnf,1000,1000,85.464,85.464,4.0767,0.66596
uf50-0880.cnf,1000,1000,29.768,29.768,3.27843,0.21885
uf50-0881.cnf,1000,1000,35.361,35.361,3.44894,0.22363
uf50-0882.cnf,1000,1000,49.25,49.25,3.70822,0.35083
uf50-0883.cnf,1000,1000,33.771,33.771,3.39034,0.24566
uf50-0884.cnf,1000,1000,52.903,52.903,3.68123,0.43762
uf50-0885.cnf,1000,1000,36.055,36.055,3.46168,0.23686
uf50-0886.cnf,1000,1000,30.084,30.084,3.30314,0.19672
uf50-0887.cnf,1000,1000,24.007,24.007,3.10505,0.14269
uf50-0888.cnf,1000,1000,39.214,39.214,3.49553,0.32116
uf50-0889.cnf,1000,1000,38.4,38.4,3.50605,0.26618
uf50-0890.cnf,1000,1000,35.417,35.417,3.42277,0.26465
uf50-0891.cnf,1000,1000,47.421,47.421,3.64666,0.37818
uf50-0892.cnf,1000,1000,31.885,31.885,3.33121,0.23877
uf50-0893.cnf,1000,1000,38.669,38.669,3.48223,0.31493
uf50-0894.cnf,1000,1000,36.817,36.817,3.42893,0.30872
uf50-0895.cnf,1000,1000,29.296,29.296,3.25471,0.22759
uf50-0896.cnf,1000,1000,34.879,34.879,3.42922,0.23267
uf50-0897.cnf,1000,1000,104.169,104.169,4.2497,0.74676
uf50-0898.cnf,1000,1000,42.824,42.824,3.5519,0.39198
uf50-0899.cnf,1000,1000,49.668,49.668,3.70234,0.37143
uf50-0900.cnf,1000,1000,44.356,44.356,3.59983,0.35194
uf50-0901.cnf,1000,1000,39.251,39.251,3.53983,0.25632
uf50-0902.cnf,1000,1000,34.32,34.32,3.40385,0.24385
uf50-0903.cnf,1000,1000,32.521,32.521,3.3577,0.24073
uf50-0904.cnf,1000,1000,36.028,36.028,3.41637,0.29324
uf50-0905.cnf,1000,1000,39.063,39.063,3.49616,0.31263
uf50-0906.cnf,1000,1000,25.536,25.536,3.14743,0.17441
uf50-0907.cnf,1000,1000,42.703,42.703,3.58588,0.32079
uf50-0908.cnf,1000,1000,40.213,40.213,3.52677,0.30238
uf50-0909.cnf,1000,1000,50.346,50.346,3.70995,0.37545
uf50-0910.cnf,1000,1000,65.839,65.839,3.90199,0.52151
uf50-0911.cnf,1000,1000,41.442,41.442,3.54722,0.32775
uf50-0912.cnf,1000,1000,62.072,62.072,3.86355,0.51254
uf50-0913.cnf,1000,1000,33.85,33.85,3.38515,0.26082
uf50-0914.cnf,1000,1000,35.812,35.812,3.42212,0.29134
uf50-0915.cnf,1000,1000,35.848,35.848,3.39271,0.32703
uf50-0916.cnf,1000,1000,44.517,44.517,3.61829,0.3275
uf50-0917.cnf,1000,1000,47.652,47.652,3.70473,0.317
uf50-0918.cnf,1000,1000,35.01,35.01,3.41582,0.26495
uf50-0919.cnf,1000,1000,32.33,32.33,3.3343,0.26503
uf50-0920.cnf,1000,1000,63.448,63.448,3.87634,0.48958
uf50-0921.cnf,1000,1000,33.949,33.949,3.41389,0.21286
uf50-0922.cnf,1000,1000,26.849,26.849,3.17763,0.20499
uf50-0923.cnf,1000,1000,36.425,36.425,3.46018,0.26105
uf50-0924.cnf,1000,1000,34.855,34.855,3.38399,0.30082
uf50-0925.cnf,1000,1000,25.582,25.582,3.14316,0.19092
uf50-0926.cnf,1000,1000,37.03,37.03,3.43474,0.32032
uf50-0927.cnf,1000,1000,61.984,61.984,3.84727,0.50625
uf50-0928.cnf,1000,1000,33.276,33.276,3.38827,0.2219
uf50-0929.cnf,1000,1000,36.559,36.559,3.4524,0.26573
uf50-0930.cnf,1000,1000,30.329,30.329,3.28782,0.23566
uf50-0931.cnf,1000,1000,37.75,37.75,3.46005,0.30136
uf50-0932.cnf,1000,1000,38.256,38.256,3.5129,0.25149
uf50-0933.cnf,1000,1000,29.862,29.862,3.26641,0.24294
uf50-0934.cnf,1000,1000,48.63,48.63,3.65267,0.41436
uf50-0935.cnf,1000,1000,41.86,41.86,3.57386,0.30049
uf50-0936.cnf,1000,1000,26.94,26.94,3.17454,0.21717
uf50-0937.cnf,1000,1000,28.294,28.294,3.2282,0.21585
uf50-0938.cnf,1000,1000,31.3,31.3,3.32014,0.22785
uf50-0939.cnf,1000,1000,37.676,37.676,3.4795,0.28177
uf50-0940.cnf,1000,1000,36.536,36.536,3.43111,0.31298
uf50-0941.cnf,1000,1000,39.15,39.15,3.50857,0.29884
uf50-0942.cnf,1000,1000,50.285,50.285,3.7195,0.36688
uf50-0943.cnf,1000,1000,30.121,30.121,3.27618,0.22792
uf50-0944.cnf,1000,1000,38.858,38.858,3.51294,0.28023
uf50-0945.cnf,1000,1000,37.558,37.558,3.47492,0.27343
uf50-0946.cnf,1000,1000,36.307,36.307,3.47165,0.23123
uf50-0947.cnf,1000,1000,33.256,33.256,3.37002,0.24933
uf50-0948.cnf,1000,1000,40.885,40.885,3.54122,0.3224
uf50-0949.cnf,1000,1000,25.245,25.245,3.13665,0.17325
uf50-0950.cnf,1000,1000,51.072,51.072,3.74394,0.35018
uf50-0951.cnf,1000,1000,37.99,37.99,3.47682,0.30227
uf50-0952.cnf,1000,1000,47.784,47.784,3.60263,0.4393
uf50-0953.cnf,1000,1000,33.398,33.398,3.37571,0.25075
uf50-0954.cnf,1000,1000,76.877,76.877,3.97083,0.64124
uf50-0955.cnf,1000,1000,34.357,34.357,3.37613,0.28958
uf50-0956.cnf,1000,1000,31.045,31.045,3.31784,0.22344
uf50-0957.cnf,1000,1000,86.676,86.676,4.09584,0.66543
uf50-0958.cnf,1000,1000,29.996,29.996,3.30514,0.18951
uf50-0959.cnf,1000,1000,40.949,40.949,3.53711,0.31238
uf50-0960.cnf,1000,1000,32.401,32.401,3.35389,0.23422
uf50-0961.cnf,1000,1000,63.359,63.359,3.84165,0.5691
uf50-0962.cnf,1000,1000,28.898,28.898,3.2535,0.21223
uf50-0963.cnf,1000,1000,36.594,36.594,3.45236,0.26813
uf50-0964.cnf,1000,1000,47.612,47.612,3.67443,0.35626
uf50-0965.cnf,1000,1000,46.171,46.171,3.64729,0.34816
uf50-0966.cnf,1000,1000,45.026,45.026,3.60949,0.3595
uf50-0967.cnf,1000,1000,32.911,32.911,3.34476,0.27612
uf50-0968.cnf,1000,1000,50.221,50.221,3.70973,0.38267
uf50-0969.cnf,1000,1000,26.569,26.569,3.183,0.18915
uf50-0970.cnf,1000,1000,37.318,37.318,3.45482,0.29893
uf50-0971.cnf,1000,1000,35.928,35.928,3.4427,0.2628
uf50-0972.cnf,1000,1000,28.735,28.735,3.2606,0.18847
uf50-0973.cnf,1000,1000,40.038,40.038,3.53162,0.29801
uf50-0974.cnf,1000,1000,31.789,31.789,3.3351,0.2325
uf50-0975.cnf,1000,1000,43.535,43.535,3.61112,0.30975
uf50-0976.cnf,1000,1000,61.2,61.2,3.7673,0.56437
uf50-0977.cnf,1000,1000,35.727,35.727,3.39389,0.3236
uf50-0978.cnf,1000,1000,29.732,29.732,3.28531,0.20483
uf50-0979.cnf,1000,1000,29.268,29.268,3.27223,0.19654
uf50-0980.cnf,1000,1000,45.241,45.241,3.63252,0.3417
uf50-0981.cnf,1000,1000,41.608,41.608,3.57542,0.29375
uf50-0982.cnf,1000,1000,43.85,43.85,3.57162,0.38404
uf50-0983.cnf,1000,1000,45.539,45.539,3.58801,0.42536
uf50-0984.cnf,1000,1000,35.3,35.3,3.43322,0.245
uf50-0985.cnf,1000,1000,47.852,47.852,3.67057,0.36855
uf50-0986.cnf,1000,1000,25.619,25.619,3.15653,0.16324
uf50-0987.cnf,1000,1000,74.094,74.094,3.9964,0.54971
uf50-0988.cnf,1000,1000,43.383,43.383,3.60178,0.31646
uf50-0989.cnf,1000,1000,28.808,28.808,3.26365,0.18968
uf50-0990.cnf,1000,1000,64.561,64.561,3.93134,0.46373
uf50-0991.cnf,1000,1000,68.061,68.061,3.94584,0.53346
uf50-0992.cnf,1000,1000,37.122,37.122,3.45657,0.28564
uf50-0993.cnf,1000,1000,31.192,31.192,3.31899,0.23265
uf50-0994.cnf,1000,1000,55.613,55.613,3.80294,0.41416
uf50-0995.cnf,1000,1000,34.524,34.524,3.39497,0.27311
uf50-0996.cnf,1000,1000,42.818,42.818,3.58515,0.31528
uf50-0997.cnf,1000,1000,35.704,35.704,3.43748,0.25777
uf50-0998.cnf,1000,1000,43.148,43.148,3.56465,0.35909
uf50-0999.cnf,1000,1000,43.066,43.066,3.58607,0.32521
uf50-01000.cnf,1000,1000,34.954,34.954,3.42929,0.23221
uf75-01.cnf,959,1000,462.436,1015.936,5.78767,0.5279
uf75-02.cnf,984,1000,361.514,577.514,5.56909,0.54685
uf75-03.cnf,473,1000,1181.277,8295.777,6.58229,0.32729
uf75-04.cnf,227,1000,1340.804,11776.304,6.5084,0.4229
uf75-05.cnf,386,1000,1206.197,9495.197,6.41777,0.46494
uf75-06.cnf,538,1000,1057.629,7294.629,6.28378,0.58081
uf75-07.cnf,407,1000,1167.138,9172.638,6.30522,0.5405
uf75-08.cnf,355,1000,1244.731,9952.231,6.45773,0.53606
uf75-09.cnf,974,1000,381.874,732.874,5.56708,0.6113
uf75-010.cnf,992,1000,303.476,411.476,5.41416,0.55773
uf75-011.cnf,642,1000,985.204,5818.204,6.32519,0.5526
uf75-012.cnf,261,1000,1316.837,11293.337,6.5058,0.4437
uf75-013.cnf,956,1000,431.096,1025.096,5.67733,0.541
uf75-014.cnf,831,1000,713.671,2995.171,6.03429,0.64751
uf75-015.cnf,537,1000,1087.861,7338.361,6.36761,0.57297
uf75-016.cnf,590,1000,1051.021,6586.021,6.43343,0.41424
uf75-017.cnf,968,1000,470.572,902.572,5.83307,0.53346
uf75-018.cnf,964,1000,431.032,917.032,5.68251,0.6271
uf75-019.cnf,281,1000,1223.624,10930.124,5.96719,0.61658
uf75-020.cnf,824,1000,794.964,3170.964,6.26837,0.46331
uf75-021.cnf,895,1000,586.023,2003.523,5.89459,0.60742
uf75-022.cnf,976,1000,404.139,728.139,5.68117,0.52449
uf75-023.cnf,687,1000,913.798,5139.298,6.23767,0.55247
uf75-024.cnf,813,1000,763.537,3288.037,6.12208,0.62381
uf75-025.cnf,1000,1000,182.276,182.276,4.9607,0.45474
uf75-026.cnf,504,1000,1099.352,7795.352,6.33217,0.55887
uf75-027.cnf,851,1000,684.407,2695.907,6.02603,0.6081
uf75-028.cnf,421,1000,1167.766,8984.266,6.33729,0.5756
uf75-029.cnf,775,1000,796.592,3834.092,6.10682,0.66114
uf75-030.cnf,446,1000,1155.636,8634.636,6.39608,0.47537
uf75-031.cnf,545,1000,1023.842,7166.342,6.16472,0.65704
uf75-032.cnf,385,1000,1177.685,9480.185,6.24739,0.60147
uf75-033.cnf,1000,1000,196.406,196.406,5.05117,0.44815
uf75-034.cnf,720,1000,890.889,4670.889,6.2358,0.62032
uf75-035.cnf,906,1000,630.292,1899.292,6.04555,0.55956
uf75-036.cnf,688,1000,941.85,5153.85,6.35215,0.4344
uf75-037.cnf,284,1000,1278.834,10944.834,6.36847,0.53067
uf75-038.cnf,471,1000,1152.431,8293.931,6.46289,0.42957
uf75-039.cnf,792,1000,793.717,3601.717,6.18606,0.52459
uf75-040.cnf,143,1000,1377.813,12947.313,6.2138,0.62661
uf75-041.cnf,535,1000,1086.671,7364.171,6.40988,0.42272
uf75-042.cnf,902,1000,599.054,1922.054,5.9002,0.71984
uf75-043.cnf,825,1000,762.588,3125.088,6.1589,0.58329
uf75-044.cnf,664,1000,921.181,5457.181,6.24578,0.44767
uf75-045.cnf,713,1000,887.673,4762.173,6.22621,0.56163
uf75-046.cnf,353,1000,1221.961,9956.461,6.33442,0.56387
uf75-047.cnf,976,1000,367.811,691.811,5.52666,0.61212
uf75-048.cnf,822,1000,698.862,3101.862,5.98694,0.63857
uf75-049.cnf,586,1000,985.039,6574.039,6.17485,0.60436
uf75-050.cnf,951,1000,519.217,1180.717,5.86077,0.65242
uf75-051.cnf,364,1000,1206.105,9792.105,6.3228,0.51584
uf75-052.cnf,246,1000,1314.527,11493.527,6.36182,0.65034
uf75-053.cnf,916,1000,628.842,1762.842,6.08983,0.49775
uf75-054.cnf,542,1000,1004.798,7187.798,6.06372,0.72826
uf75-055.cnf,109,1000,1406.656,13435.156,6.20884,0.60402
uf75-056.cnf,687,1000,906.479,5131.979,6.17903,0.68208
uf75-057.cnf,407,1000,1171.021,9176.521,6.31625,0.53459
uf75-058.cnf,785,1000,839.802,3742.302,6.26403,0.54016
uf75-059.cnf,844,1000,709.197,2815.197,6.07365,0.60785
uf75-060.cnf,671,1000,873.098,5314.598,6.09098,0.55767
uf75-061.cnf,747,1000,856.982,4272.482,6.24906,0.49081
uf75-062.cnf,476,1000,1107.692,8181.692,6.28405,0.55889
uf75-063.cnf,948,1000,547.091,1249.091,5.97284,0.512
uf75-064.cnf,722,1000,876.213,4629.213,6.23689,0.51456
uf75-065.cnf,877,1000,615.302,2275.802,5.94585,0.55519
uf75-066.cnf,985,1000,427.97,630.47,5.77756,0.53435
uf75-067.cnf,562,1000,1069.394,6982.394,6.39799,0.49627
uf75-068.cnf,969,1000,431.111,849.611,5.65185,0.70595
uf75-069.cnf,614,1000,924.465,6135.465,6.06918,0.60144
uf75-070.cnf,812,1000,743.494,3281.494,6.08805,0.57425
uf75-071.cnf,664,1000,939.521,5475.521,6.25624,0.55073
uf75-072.cnf,927,1000,605.666,1591.166,6.03843,0.56289
uf75-073.cnf,999,1000,277.819,291.319,5.35483,0.52467
uf75-074.cnf,748,1000,782.056,4184.056,6.00442,0.65315
uf75-075.cnf,828,1000,752.119,3074.119,6.11676,0.66318
uf75-076.cnf,499,1000,1116.683,7880.183,6.35878,0.60361
uf75-077.cnf,997,1000,255.492,295.992,5.29803,0.4557
uf75-078.cnf,778,1000,794.968,3791.968,6.12362,0.61203
uf75-079.cnf,591,1000,1007.813,6529.313,6.28125,0.53775
uf75-080.cnf,761,1000,765.975,3992.475,5.9614,0.74216
uf75-081.cnf,513,1000,1034.26,7608.76,6.09809,0.65521
uf75-082.cnf,930,1000,598.642,1543.642,6.02795,0.5608
uf75-083.cnf,368,1000,1217.232,9749.232,6.38866,0.52061
uf75-084.cnf,676,1000,931.905,5305.905,6.264,0.53869
uf75-085.cnf,994,1000,320.444,401.444,5.52087,0.46344
uf75-086.cnf,293,1000,1249.727,10794.227,6.20945,0.60922
uf75-087.cnf,993,1000,273.2,367.7,5.22208,0.6842
