inst,succ gSAT2,of,steps gSAT2,awg fined gSAT2,mu gSAT2,sig^2 gSAT2
uf50-0470.cnf,999,1000,98.164,111.664,4.09348,0.81818
uf50-0471.cnf,1000,1000,34.512,34.512,3.399,0.26527
uf50-0472.cnf,1000,1000,34.123,34.123,3.35977,0.31101
uf50-0473.cnf,1000,1000,51.836,51.836,3.62961,0.55118
uf50-0474.cnf,999,1000,78.816,92.316,3.93745,0.7232
uf50-0475.cnf,1000,1000,40.746,40.746,3.43273,0.46504
uf50-0476.cnf,1000,1000,41.987,41.987,3.51552,0.37138
uf50-0477.cnf,1000,1000,47.596,47.596,3.55332,0.48585
uf50-0478.cnf,1000,1000,32.838,32.838,3.33518,0.2924
uf50-0479.cnf,1000,1000,28.146,28.146,3.20331,0.24173
uf50-0480.cnf,1000,1000,65.522,65.522,3.85033,0.59786
uf50-0481.cnf,1000,1000,34.688,34.688,3.30541,0.41164
uf50-0482.cnf,1000,1000,32.091,32.091,3.32865,0.25474
uf50-0483.cnf,1000,1000,57.201,57.201,3.68624,0.63162
uf50-0484.cnf,1000,1000,49.277,49.277,3.54239,0.51676
uf50-0485.cnf,1000,1000,56.104,56.104,3.78371,0.43891
uf50-0486.cnf,1000,1000,44.871,44.871,3.59339,0.38635
uf50-0487.cnf,1000,1000,27.393,27.393,3.19105,0.22042
uf50-0488.cnf,1000,1000,40.95,40.95,3.46621,0.41359
uf50-0489.cnf,1000,1000,30.897,30.897,3.27974,0.25984
uf50-0490.cnf,1000,1000,29.484,29.484,3.24115,0.25277
uf50-0491.cnf,1000,1000,29.278,29.278,3.2288,0.25503
uf50-0492.cnf,1000,1000,32.927,32.927,3.34638,0.27166
uf50-0493.cnf,1000,1000,30.959,30.959,3.31218,0.22994
uf50-0494.cnf,1000,1000,27.076,27.076,3.1668,0.23662
uf50-0495.cnf,1000,1000,76.674,76.674,3.91484,0.73106
uf50-0496.cnf,1000,1000,46.37,46.37,3.54266,0.47483
uf50-0497.cnf,1000,1000,32.618,32.618,3.31978,0.29836
uf50-0498.cnf,1000,1000,55.658,55.658,3.69836,0.52935
uf50-0499.cnf,1000,1000,43.263,43.263,3.50086,0.43304
uf50-0500.cnf,1000,1000,35.072,35.072,3.39829,0.28915
uf50-0501.cnf,1000,1000,47.079,47.079,3.57026,0.48089
uf50-0502.cnf,1000,1000,63.233,63.233,3.81852,0.56633
uf50-0503.cnf,1000,1000,49.577,49.577,3.69952,0.37704
uf50-0504.cnf,1000,1000,38.336,38.336,3.44261,0.33771
uf50-0505.cnf,1000,1000,39.652,39.652,3.48099,0.36069
uf50-0506.cnf,1000,1000,31.011,31.011,3.27591,0.2798
uf50-0507.cnf,1000,1000,30.531,30.531,3.28682,0.2524
uf50-0508.cnf,1000,1000,28.884,28.884,3.23848,0.22948
uf50-0509.cnf,1000,1000,32.119,32.119,3.29746,0.28538
uf50-0510.cnf,1000,1000,39.765,39.765,3.42254,0.39601
uf50-0511.cnf,1000,1000,42.447,42.447,3.50134,0.41179
uf50-0512.cnf,1000,1000,31.3,31.3,3.28395,0.2683
uf50-0513.cnf,1000,1000,50.838,50.838,3.59397,0.56108
uf50-0514.cnf,982,1000,157.622,400.622,4.20222,1.14957
uf50-0515.cnf,999,1000,52.091,65.591,3.53123,0.48577
uf50-0516.cnf,1000,1000,37.715,37.715,3.44019,0.3359
uf50-0517.cnf,1000,1000,38.983,38.983,3.41086,0.42394
uf50-0518.cnf,1000,1000,36.447,36.447,3.38686,0.36313
uf50-0519.cnf,1000,1000,68.964,68.964,3.88621,0.63846
uf50-0520.cnf,1000,1000,46.92,46.92,3.57033,0.46695
uf50-0521.cnf,1000,1000,28.422,28.422,3.21185,0.24267
uf50-0522.cnf,1000,1000,45.922,45.922,3.61683,0.37657
uf50-0523.cnf,1000,1000,45.601,45.601,3.54915,0.45762
uf50-0524.cnf,1000,1000,35.254,35.254,3.37769,0.33372
uf50-0525.cnf,1000,1000,32.807,32.807,3.36115,0.24697
uf50-0526.cnf,999,1000,77.897,91.397,3.72115,0.80375
uf50-0527.cnf,1000,1000,29.334,29.334,3.25058,0.23178
uf50-0528.cnf,1000,1000,53.641,53.641,3.66797,0.53404
uf50-0529.cnf,1000,1000,31.263,31.263,3.28185,0.29059
uf50-0530.cnf,1000,1000,32.799,32.799,3.32597,0.30131
uf50-0531.cnf,1000,1000,63.675,63.675,3.81554,0.57476
uf50-0532.cnf,1000,1000,33.998,33.998,3.35779,0.29387
uf50-0533.cnf,1000,1000,48.0,48.0,3.56122,0.50432
uf50-0534.cnf,1000,1000,43.322,43.322,3.52275,0.40623
uf50-0535.cnf,1000,1000,69.922,69.922,3.91582,0.59235
uf50-0536.cnf,1000,1000,30.348,30.348,3.24993,0.2823
uf50-0537.cnf,1000,1000,34.029,34.029,3.34904,0.30106
uf50-0538.cnf,1000,1000,39.431,39.431,3.47172,0.36172
uf50-0539.cnf,1000,1000,41.217,41.217,3.48964,0.4096
uf50-0540.cnf,1000,1000,44.498,44.498,3.57206,0.39921
uf50-0541.cnf,1000,1000,45.174,45.174,3.55231,0.40891
uf50-0542.cnf,1000,1000,58.14,58.14,3.64449,0.6196
uf50-0543.cnf,1000,1000,28.48,28.48,3.21032,0.25053
uf50-0544.cnf,1000,1000,47.513,47.513,3.58484,0.45
uf50-0545.cnf,1000,1000,52.119,52.119,3.6909,0.46013
uf50-0546.cnf,1000,1000,50.642,50.642,3.63936,0.48845
uf50-0547.cnf,1000,1000,63.513,63.513,3.78297,0.64946
uf50-0548.cnf,1000,1000,38.277,38.277,3.45716,0.33766
uf50-0549.cnf,1000,1000,41.876,41.876,3.51449,0.39775
uf50-0550.cnf,1000,1000,34.358,34.358,3.36535,0.30878
uf50-0551.cnf,1000,1000,35.365,35.365,3.40248,0.28622
uf50-0552.cnf,1000,1000,72.612,72.612,3.86886,0.74627
uf50-0553.cnf,1000,1000,40.037,40.037,3.42262,0.43536
uf50-0554.cnf,1000,1000,28.041,28.041,3.19137,0.24941
uf50-0555.cnf,1000,1000,42.111,42.111,3.51797,0.38321
uf50-0556.cnf,1000,1000,76.398,76.398,3.8623,0.75917
uf50-0557.cnf,1000,1000,38.043,38.043,3.45743,0.3111
uf50-0558.cnf,1000,1000,35.037,35.037,3.41142,0.27238
uf50-0559.cnf,1000,1000,58.821,58.821,3.67439,0.66534
uf50-0560.cnf,1000,1000,66.117,66.117,3.75394,0.71029
uf50-0561.cnf,1000,1000,27.826,27.826,3.19757,0.23665
uf50-0562.cnf,1000,1000,45.675,45.675,3.56025,0.45039
uf50-0563.cnf,1000,1000,34.56,34.56,3.33419,0.35738
uf50-0564.cnf,1000,1000,31.644,31.644,3.30477,0.26513
uf50-0565.cnf,1000,1000,39.787,39.787,3.48208,0.35588
uf50-0566.cnf,1000,1000,50.371,50.371,3.66527,0.45917
uf50-0567.cnf,1000,1000,78.88,78.88,3.92214,0.79651
uf50-0568.cnf,1000,1000,66.459,66.459,3.8363,0.64311
uf50-0569.cnf,1000,1000,102.004,102.004,4.07636,0.99664
uf50-0570.cnf,1000,1000,72.628,72.628,3.85844,0.69345
uf50-0571.cnf,1000,1000,30.31,30.31,3.2384,0.29823
uf50-0572.cnf,1000,1000,33.83,33.83,3.36071,0.28481
uf50-0573.cnf,1000,1000,35.371,35.371,3.37487,0.34322
uf50-0574.cnf,998,1000,105.96,132.96,4.07885,0.94963
uf50-0575.cnf,1000,1000,42.74,42.74,3.49237,0.44366
uf50-0576.cnf,1000,1000,41.669,41.669,3.46299,0.45438
uf50-0577.cnf,999,1000,75.487,88.987,3.88119,0.69876
uf50-0578.cnf,1000,1000,48.301,48.301,3.64817,0.4174
uf50-0579.cnf,1000,1000,30.175,30.175,3.27889,0.24203
uf50-0580.cnf,1000,1000,47.939,47.939,3.56824,0.51606
uf50-0581.cnf,1000,1000,34.52,34.52,3.30703,0.36316
uf50-0582.cnf,996,1000,79.37,133.37,3.80101,0.74217
uf50-0583.cnf,1000,1000,51.69,51.69,3.67283,0.46764
uf50-0584.cnf,1000,1000,28.069,28.069,3.20016,0.24085
uf50-0585.cnf,1000,1000,49.389,49.389,3.66664,0.43076
uf50-0586.cnf,1000,1000,56.797,56.797,3.75383,0.51718
uf50-0587.cnf,1000,1000,55.114,55.114,3.74125,0.47657
uf50-0588.cnf,1000,1000,64.181,64.181,3.66258,0.7751
uf50-0589.cnf,1000,1000,38.739,38.739,3.46159,0.36125
uf50-0590.cnf,1000,1000,39.858,39.858,3.45585,0.39452
uf50-0591.cnf,1000,1000,53.739,53.739,3.69772,0.51156
uf50-0592.cnf,1000,1000,68.46,68.46,3.89059,0.60653
uf50-0593.cnf,1000,1000,31.421,31.421,3.28811,0.28779
uf50-0594.cnf,1000,1000,27.892,27.892,3.18649,0.25511
uf50-0595.cnf,1000,1000,41.746,41.746,3.55324,0.33126
uf50-0596.cnf,1000,1000,24.471,24.471,3.06214,0.24232
uf50-0597.cnf,1000,1000,82.939,82.939,3.98364,0.73146
uf50-0598.cnf,1000,1000,28.094,28.094,3.169,0.29548
uf50-0599.cnf,1000,1000,48.937,48.937,3.57226,0.51113
uf50-0600.cnf,1000,1000,40.444,40.444,3.46932,0.39811
uf50-0601.cnf,1000,1000,30.222,30.222,3.26159,0.25539
uf50-0602.cnf,1000,1000,34.955,34.955,3.37581,0.3159
uf50-0603.cnf,1000,1000,32.725,32.725,3.31544,0.2992
uf50-0604.cnf,1000,1000,26.312,26.312,3.13414,0.2413
uf50-0605.cnf,1000,1000,38.263,38.263,3.43505,0.34605
uf50-0606.cnf,1000,1000,28.748,28.748,3.22601,0.24948
uf50-0607.cnf,1000,1000,32.556,32.556,3.3098,0.29919
uf50-0608.cnf,1000,1000,31.645,31.645,3.31321,0.26533
uf50-0609.cnf,999,1000,106.869,120.369,4.12749,0.9411
uf50-0610.cnf,1000,1000,43.96,43.96,3.59468,0.34109
uf50-0611.cnf,1000,1000,40.081,40.081,3.45162,0.4209
uf50-0612.cnf,1000,1000,106.619,106.619,4.19526,0.85083
uf50-0613.cnf,1000,1000,80.557,80.557,4.03223,0.6367
uf50-0614.cnf,1000,1000,30.599,30.599,3.29178,0.24684
uf50-0615.cnf,1000,1000,27.045,27.045,3.1472,0.26522
uf50-0616.cnf,1000,1000,42.941,42.941,3.49808,0.43339
uf50-0617.cnf,1000,1000,35.708,35.708,3.39871,0.32955
uf50-0618.cnf,1000,1000,35.395,35.395,3.38739,0.31514
uf50-0619.cnf,1000,1000,51.956,51.956,3.64886,0.52591
uf50-0620.cnf,1000,1000,53.299,53.299,3.74408,0.42925
uf50-0621.cnf,1000,1000,56.762,56.762,3.75156,0.49908
uf50-0622.cnf,1000,1000,35.039,35.039,3.3972,0.28744
uf50-0623.cnf,1000,1000,69.733,69.733,3.88751,0.6123
uf50-0624.cnf,1000,1000,44.904,44.904,3.58359,0.38838
uf50-0625.cnf,1000,1000,49.962,49.962,3.65688,0.46992
uf50-0626.cnf,1000,1000,47.397,47.397,3.60736,0.44481
uf50-0627.cnf,1000,1000,67.205,67.205,3.78458,0.71448
uf50-0628.cnf,1000,1000,33.789,33.789,3.34203,0.3256
uf50-0629.cnf,1000,1000,82.99,82.99,3.91261,0.80972
uf50-0630.cnf,1000,1000,77.813,77.813,3.91534,0.78637
uf50-0631.cnf,1000,1000,35.989,35.989,3.38188,0.34235
uf50-0632.cnf,1000,1000,63.634,63.634,3.73692,0.6204
uf50-0633.cnf,1000,1000,43.922,43.922,3.48352,0.47004
uf50-0634.cnf,1000,1000,40.839,40.839,3.41693,0.48286
uf50-0635.cnf,1000,1000,28.643,28.643,3.21931,0.25656
uf50-0636.cnf,1000,1000,29.02,29.02,3.23694,0.24137
uf50-0637.cnf,1000,1000,36.353,36.353,3.37404,0.36042
uf50-0638.cnf,1000,1000,40.062,40.062,3.44553,0.4208
uf50-0639.cnf,1000,1000,33.598,33.598,3.36292,0.28028
uf50-0640.cnf,1000,1000,31.972,31.972,3.27787,0.30632
uf50-0641.cnf,1000,1000,31.85,31.85,3.31499,0.27105
uf50-0642.cnf,1000,1000,50.108,50.108,3.68678,0.39008
uf50-0643.cnf,1000,1000,52.656,52.656,3.56977,0.58845
uf50-0644.cnf,1000,1000,35.926,35.926,3.34834,0.38315
uf50-0645.cnf,1000,1000,40.051,40.051,3.5161,0.32644
uf50-0646.cnf,1000,1000,48.024,48.024,3.62844,0.4207
uf50-0647.cnf,1000,1000,37.461,37.461,3.4352,0.33416
uf50-0648.cnf,1000,1000,55.229,55.229,3.6474,0.5853
uf50-0649.cnf,1000,1000,29.801,29.801,3.24899,0.26629
uf50-0650.cnf,1000,1000,31.007,31.007,3.25509,0.31063
uf50-0651.cnf,1000,1000,29.511,29.511,3.23184,0.25799
uf50-0652.cnf,1000,1000,45.65,45.65,3.61901,0.36646
uf50-0653.cnf,1000,1000,64.634,64.634,3.79599,0.63913
uf50-0654.cnf,1000,1000,37.219,37.219,3.40753,0.35487
uf50-0655.cnf,1000,1000,48.972,48.972,3.66639,0.39736
uf50-0656.cnf,1000,1000,46.058,46.058,3.56145,0.4576
uf50-0657.cnf,1000,1000,38.744,38.744,3.42924,0.37975
uf50-0658.cnf,1000,1000,43.05,43.05,3.51434,0.41087
uf50-0659.cnf,1000,1000,40.515,40.515,3.53276,0.31269
uf50-0660.cnf,1000,1000,53.719,53.719,3.6921,0.50596
uf50-0661.cnf,1000,1000,31.095,31.095,3.27486,0.29773
uf50-0662.cnf,1000,1000,51.983,51.983,3.62459,0.5266
uf50-0663.cnf,1000,1000,31.731,31.731,3.30439,0.27474
uf50-0664.cnf,1000,1000,83.614,83.614,3.99908,0.72733
uf50-0665.cnf,1000,1000,52.103,52.103,3.72311,0.41954
uf50-0666.cnf,1000,1000,30.718,30.718,3.27398,0.2819
uf50-0667.cnf,1000,1000,39.578,39.578,3.44011,0.37478
uf50-0668.cnf,1000,1000,29.921,29.921,3.25303,0.25699
uf50-0669.cnf,1000,1000,34.367,34.367,3.35403,0.33264
uf50-0670.cnf,1000,1000,63.686,63.686,3.8244,0.54685
uf50-0671.cnf,1000,1000,47.03,47.03,3.61934,0.41904
uf50-0672.cnf,976,1000,210.844,534.844,4.57305,1.13971
uf50-0673.cnf,1000,1000,31.76,31.76,3.32783,0.24255
uf50-0674.cnf,999,1000,98.079,111.579,4.00778,0.93864
uf50-0675.cnf,1000,1000,42.857,42.857,3.55085,0.36353
uf50-0676.cnf,1000,1000,40.182,40.182,3.48526,0.37281
uf50-0677.cnf,1000,1000,56.981,56.981,3.72738,0.57057
uf50-0678.cnf,1000,1000,27.446,27.446,3.16665,0.26468
uf50-0679.cnf,998,1000,90.904,117.904,3.9637,0.87435
uf50-0680.cnf,1000,1000,60.936,60.936,3.76591,0.61472
uf50-0681.cnf,1000,1000,67.785,67.785,3.79131,0.66794
uf50-0682.cnf,1000,1000,33.332,33.332,3.33779,0.28844
uf50-0683.cnf,1000,1000,38.409,38.409,3.46254,0.32587
uf50-0684.cnf,999,1000,91.55,105.05,3.85407,0.97262
uf50-0685.cnf,990,1000,110.498,245.498,4.00844,0.92203
uf50-0686.cnf,1000,1000,43.979,43.979,3.48878,0.45501
uf50-0687.cnf,1000,1000,37.254,37.254,3.45221,0.31546
uf50-0688.cnf,1000,1000,62.333,62.333,3.77084,0.61526
uf50-0689.cnf,1000,1000,54.619,54.619,3.59333,0.62959
uf50-0690.cnf,1000,1000,50.535,50.535,3.69165,0.43189
uf50-0691.cnf,1000,1000,51.41,51.41,3.72097,0.40973
uf50-0692.cnf,1000,1000,76.352,76.352,3.93358,0.66751
uf50-0693.cnf,1000,1000,51.149,51.149,3.63976,0.496
uf50-0694.cnf,1000,1000,34.21,34.21,3.31767,0.37659
uf50-0695.cnf,1000,1000,32.71,32.71,3.32203,0.29246
uf50-0696.cnf,1000,1000,40.881,40.881,3.51269,0.36101
uf50-0697.cnf,1000,1000,59.42,59.42,3.78977,0.54495
uf50-0698.cnf,1000,1000,35.03,35.03,3.38249,0.31381
uf50-0699.cnf,1000,1000,45.291,45.291,3.54834,0.45585
uf50-0700.cnf,1000,1000,35.597,35.597,3.38515,0.33414
uf50-0701.cnf,1000,1000,43.29,43.29,3.52171,0.3987
uf50-0702.cnf,1000,1000,46.547,46.547,3.52704,0.50966
uf50-0703.cnf,1000,1000,42.517,42.517,3.53173,0.38198
uf50-0704.cnf,1000,1000,37.118,37.118,3.40123,0.37192
uf50-0705.cnf,1000,1000,84.379,84.379,3.94548,0.82876
uf50-0706.cnf,1000,1000,43.011,43.011,3.50833,0.43785
uf50-0707.cnf,1000,1000,45.653,45.653,3.53614,0.44607
uf50-0708.cnf,1000,1000,38.896,38.896,3.4557,0.3494
uf50-0709.cnf,1000,1000,25.626,25.626,3.14257,0.18953
uf50-0710.cnf,1000,1000,61.756,61.756,3.84421,0.50934
uf50-0711.cnf,1000,1000,24.521,24.521,3.09255,0.20235
uf50-0712.cnf,1000,1000,68.452,68.452,3.853,0.64158
uf50-0713.cnf,1000,1000,47.408,47.408,3.59112,0.44143
uf50-0714.cnf,1000,1000,32.004,32.004,3.31155,0.28293
uf50-0715.cnf,1000,1000,39.049,39.049,3.47549,0.33896
uf50-0716.cnf,1000,1000,32.47,32.47,3.32217,0.27856
uf50-0717.cnf,1000,1000,53.304,53.304,3.68458,0.49631
uf50-0718.cnf,1000,1000,35.805,35.805,3.41965,0.29678
uf50-0719.cnf,1000,1000,29.272,29.272,3.25001,0.22992
uf50-0720.cnf,1000,1000,43.788,43.788,3.52251,0.44027
uf50-0721.cnf,1000,1000,28.0,28.0,3.19175,0.25202
uf50-0722.cnf,1000,1000,37.446,37.446,3.42495,0.33163
uf50-0723.cnf,1000,1000,32.091,32.091,3.30444,0.28959
uf50-0724.cnf,1000,1000,39.79,39.79,3.46759,0.35952
uf50-0725.cnf,1000,1000,28.466,28.466,3.22869,0.2225
uf50-0726.cnf,1000,1000,35.606,35.606,3.39998,0.3224
uf50-0727.cnf,1000,1000,38.229,38.229,3.4627,0.32829
uf50-0728.cnf,999,1000,117.364,130.864,4.13889,1.07395
uf50-0729.cnf,1000,1000,35.596,35.596,3.38866,0.33324
uf50-0730.cnf,1000,1000,38.408,38.408,3.41732,0.39923
uf50-0731.cnf,1000,1000,35.084,35.084,3.37962,0.31812
uf50-0732.cnf,1000,1000,39.633,39.633,3.42446,0.42468
uf50-0733.cnf,1000,1000,65.327,65.327,3.84817,0.60952
uf50-0734.cnf,1000,1000,44.582,44.582,3.58869,0.38135
uf50-0735.cnf,1000,1000,32.939,32.939,3.32177,0.29502
uf50-0736.cnf,1000,1000,31.94,31.94,3.30451,0.2758
uf50-0737.cnf,999,1000,47.397,60.897,3.51775,0.4865
uf50-0738.cnf,1000,1000,73.864,73.864,3.81366,0.74284
uf50-0739.cnf,1000,1000,49.641,49.641,3.6589,0.44726
uf50-0740.cnf,1000,1000,42.983,42.983,3.55793,0.36379
uf50-0741.cnf,1000,1000,48.981,48.981,3.65385,0.43422
uf50-0742.cnf,1000,1000,42.969,42.969,3.47039,0.49444
uf50-0743.cnf,1000,1000,39.074,39.074,3.4593,0.35365
uf50-0744.cnf,997,1000,61.416,101.916,3.61898,0.60578
uf50-0745.cnf,1000,1000,42.512,42.512,3.51205,0.41058
uf50-0746.cnf,1000,1000,21.442,21.442,2.97422,0.17198
uf50-0747.cnf,1000,1000,50.852,50.852,3.54488,0.58174
uf50-0748.cnf,1000,1000,32.865,32.865,3.34367,0.26884
uf50-0749.cnf,1000,1000,54.603,54.603,3.66852,0.58509
uf50-0750.cnf,1000,1000,39.898,39.898,3.43338,0.422
uf50-0751.cnf,1000,1000,34.278,34.278,3.34173,0.34306
uf50-0752.cnf,1000,1000,38.657,38.657,3.44389,0.36859
uf50-0753.cnf,1000,1000,25.802,25.802,3.15342,0.18699
uf50-0754.cnf,1000,1000,48.973,48.973,3.62112,0.47082
uf50-0755.cnf,1000,1000,39.73,39.73,3.48046,0.35647
uf50-0756.cnf,1000,1000,35.045,35.045,3.35798,0.33873
uf50-0757.cnf,1000,1000,36.845,36.845,3.39225,0.36935
uf50-0758.cnf,1000,1000,37.938,37.938,3.45377,0.33353
uf50-0759.cnf,1000,1000,46.388,46.388,3.56865,0.46661
uf50-0760.cnf,1000,1000,38.983,38.983,3.46856,0.33308
uf50-0761.cnf,1000,1000,48.667,48.667,3.65011,0.41144
uf50-0762.cnf,1000,1000,34.363,34.363,3.35669,0.30357
uf50-0763.cnf,1000,1000,56.704,56.704,3.75866,0.4754
uf50-0764.cnf,1000,1000,39.202,39.202,3.43924,0.38453
uf50-0765.cnf,1000,1000,44.137,44.137,3.55346,0.42427
uf50-0766.cnf,1000,1000,60.059,60.059,3.71062,0.63546
uf50-0767.cnf,1000,1000,38.27,38.27,3.44089,0.33427
uf50-0768.cnf,1000,1000,96.252,96.252,4.14395,0.7409
uf50-0769.cnf,1000,1000,40.807,40.807,3.46032,0.41105
uf50-0770.cnf,1000,1000,37.2,37.2,3.44546,0.30813
uf50-0771.cnf,1000,1000,28.57,28.57,3.22498,0.23723
uf50-0772.cnf,1000,1000,44.985,44.985,3.59116,0.38701
uf50-0773.cnf,1000,1000,55.675,55.675,3.73892,0.4892
uf50-0774.cnf,1000,1000,37.41,37.41,3.42383,0.34995
uf50-0775.cnf,1000,1000,33.095,33.095,3.33473,0.29965
uf50-0776.cnf,1000,1000,52.872,52.872,3.67612,0.47613
uf50-0777.cnf,1000,1000,66.284,66.284,3.84547,0.59082
uf50-0778.cnf,1000,1000,43.075,43.075,3.52002,0.40915
uf50-0779.cnf,1000,1000,34.996,34.996,3.33125,0.37415
uf50-0780.cnf,1000,1000,39.821,39.821,3.4532,0.39262
uf50-0781.cnf,1000,1000,39.088,39.088,3.47662,0.33565
uf50-0782.cnf,1000,1000,48.75,48.75,3.58991,0.51321
uf50-0783.cnf,1000,1000,57.602,57.602,3.72687,0.51448
uf50-0784.cnf,1000,1000,39.024,39.024,3.42376,0.39629
uf50-0785.cnf,1000,1000,37.395,37.395,3.45164,0.29515
uf50-0786.cnf,1000,1000,34.251,34.251,3.34828,0.33569
uf50-0787.cnf,1000,1000,33.698,33.698,3.34911,0.30317
uf50-0788.cnf,999,1000,115.824,129.324,4.23432,0.93937
uf50-0789.cnf,1000,1000,36.406,36.406,3.42175,0.31072
uf50-0790.cnf,1000,1000,38.872,38.872,3.4361,0.39586
uf50-0791.cnf,999,1000,76.535,90.035,3.90156,0.70057
uf50-0792.cnf,1000,1000,25.117,25.117,3.08574,0.23359
uf50-0793.cnf,1000,1000,40.058,40.058,3.4733,0.38528
uf50-0794.cnf,1000,1000,29.405,29.405,3.24608,0.25182
uf50-0795.cnf,1000,1000,41.245,41.245,3.52276,0.3599
uf50-0796.cnf,1000,1000,39.503,39.503,3.4441,0.38925
uf50-0797.cnf,1000,1000,36.233,36.233,3.39692,0.33002
uf50-0798.cnf,1000,1000,36.004,36.004,3.37915,0.35506
uf50-0799.cnf,1000,1000,41.039,41.039,3.51329,0.36736
uf50-0800.cnf,1000,1000,32.703,32.703,3.30228,0.31457
uf50-0801.cnf,1000,1000,44.406,44.406,3.57034,0.38747
uf50-0802.cnf,1000,1000,27.048,27.048,3.17848,0.2205
uf50-0803.cnf,1000,1000,42.676,42.676,3.45087,0.47536
uf50-0804.cnf,1000,1000,30.781,30.781,3.27544,0.26622
uf50-0805.cnf,1000,1000,28.86,28.86,3.2272,0.25286
uf50-0806.cnf,1000,1000,35.256,35.256,3.4094,0.28732
uf50-0807.cnf,1000,1000,30.312,30.312,3.29209,0.22989
uf50-0808.cnf,1000,1000,29.455,29.455,3.25368,0.23874
uf50-0809.cnf,1000,1000,40.535,40.535,3.50051,0.35556
uf50-0810.cnf,1000,1000,39.153,39.153,3.46813,0.32734
uf50-0811.cnf,1000,1000,28.638,28.638,3.22817,0.22757
uf50-0812.cnf,1000,1000,116.897,116.897,4.30803,0.85721
uf50-0813.cnf,1000,1000,38.755,38.755,3.44485,0.3608
uf50-0814.cnf,1000,1000,37.74,37.74,3.42075,0.36174
uf50-0815.cnf,1000,1000,54.199,54.199,3.70016,0.51487
uf50-0816.cnf,1000,1000,32.01,32.01,3.29733,0.30244
uf50-0817.cnf,1000,1000,32.481,32.481,3.32818,0.26764
uf50-0818.cnf,1000,1000,33.501,33.501,3.38688,0.23387
uf50-0819.cnf,1000,1000,57.949,57.949,3.66402,0.61983
uf50-0820.cnf,1000,1000,33.442,33.442,3.34622,0.29662
uf50-0821.cnf,956,1000,223.67,817.67,4.30482,1.28873
uf50-0822.cnf,1000,1000,40.341,40.341,3.47791,0.37927
uf50-0823.cnf,1000,1000,53.867,53.867,3.61822,0.61831
uf50-0824.cnf,1000,1000,25.847,25.847,3.15148,0.18553
uf50-0825.cnf,1000,1000,66.438,66.438,3.75326,0.68289
uf50-0826.cnf,1000,1000,64.131,64.131,3.77308,0.58969
uf50-0827.cnf,1000,1000,37.76,37.76,3.43431,0.35115
uf50-0828.cnf,1000,1000,56.598,56.598,3.6855,0.58634
uf50-0829.cnf,1000,1000,30.852,30.852,3.29402,0.24562
uf50-0830.cnf,1000,1000,37.172,37.172,3.3499,0.42227
uf50-0831.cnf,1000,1000,48.77,48.77,3.58949,0.51033
uf50-0832.cnf,1000,1000,95.588,95.588,4.10676,0.82107
uf50-0833.cnf,1000,1000,26.444,26.444,3.15375,0.22647
uf50-0834.cnf,1000,1000,33.862,33.862,3.35824,0.30233
uf50-0835.cnf,1000,1000,28.953,28.953,3.25273,0.21738
uf50-0836.cnf,1000,1000,40.587,40.587,3.42362,0.43679
uf50-0837.cnf,1000,1000,45.549,45.549,3.55427,0.46213
uf50-0838.cnf,1000,1000,29.724,29.724,3.24683,0.25817
uf50-0839.cnf,1000,1000,34.068,34.068,3.37106,0.27379
uf50-0840.cnf,1000,1000,33.903,33.903,3.37056,0.29184
uf50-0841.cnf,1000,1000,47.237,47.237,3.58975,0.46063
uf50-0842.cnf,1000,1000,50.063,50.063,3.62769,0.48394
uf50-0843.cnf,1000,1000,67.882,67.882,3.85068,0.62051
uf50-0844.cnf,1000,1000,30.424,30.424,3.2648,0.26903
uf50-0845.cnf,1000,1000,32.342,32.342,3.34467,0.24448
uf50-0846.cnf,1000,1000,36.742,36.742,3.34382,0.43181
uf50-0847.cnf,1000,1000,34.707,34.707,3.37941,0.29384
uf50-0848.cnf,1000,1000,31.226,31.226,3.29792,0.27299
uf50-0849.cnf,1000,1000,28.146,28.146,3.22892,0.20969
uf50-0850.cnf,998,1000,71.391,98.391,3.83965,0.59176
uf50-0851.cnf,1000,1000,107.168,107.168,4.12145,0.93042
uf50-0852.cnf,1000,1000,42.116,42.116,3.49955,0.40975
uf50-0853.cnf,1000,1000,29.549,29.549,3.25911,0.24405
uf50-0854.cnf,1000,1000,49.668,49.668,3.65538,0.43739
uf50-0855.cnf,1000,1000,34.976,34.976,3.38102,0.30183
uf50-0856.cnf,1000,1000,67.048,67.048,3.8185,0.67991
uf50-0857.cnf,1000,1000,53.731,53.731,3.67256,0.50342
uf50-0858.cnf,1000,1000,40.016,40.016,3.42493,0.41102
uf50-0859.cnf,1000,1000,50.686,50.686,3.63788,0.49448
uf50-0860.cnf,1000,1000,31.204,31.204,3.26659,0.30321
uf50-0861.cnf,1000,1000,38.121,38.121,3.45638,0.33641
uf50-0862.cnf,1000,1000,56.279,56.279,3.73086,0.49429
uf50-0863.cnf,1000,1000,66.492,66.492,3.89218,0.55404
uf50-0864.cnf,1000,1000,29.55,29.55,3.25439,0.24208
uf50-0865.cnf,1000,1000,32.71,32.71,3.34046,0.27398
uf50-0866.cnf,1000,1000,31.565,31.565,3.30899,0.2692
uf50-0867.cnf,1000,1000,39.071,39.071,3.46189,0.36894
uf50-0868.cnf,1000,1000,78.949,78.949,3.80595,0.86045
