inst,succ gSAT2,of,steps gSAT2,awg fined gSAT2,mu gSAT2,sig^2 gSAT2
uf20-01.cnf,1000,1000,49.808,49.808,3.53976,0.79568
uf20-02.cnf,1000,1000,29.533,29.533,3.08874,0.6178
uf20-03.cnf,978,1000,258.752,555.752,4.73653,1.6794
uf20-04.cnf,990,1000,247.485,382.485,4.67354,1.95695
uf20-05.cnf,1000,1000,68.106,68.106,3.8343,0.80363
uf20-06.cnf,990,1000,268.702,403.702,4.61496,2.44089
uf20-07.cnf,1000,1000,60.526,60.526,3.22956,1.22943
uf20-08.cnf,999,1000,154.544,168.044,4.40324,1.385
uf20-09.cnf,770,1000,688.619,3793.619,5.26559,2.5637
uf20-010.cnf,1000,1000,77.07,77.07,3.6228,1.42856
uf20-011.cnf,1000,1000,33.995,33.995,3.03095,0.87099
uf20-012.cnf,1000,1000,17.915,17.915,2.57745,0.52675
uf20-013.cnf,955,1000,309.266,916.766,4.50255,2.37313
uf20-014.cnf,1000,1000,107.103,107.103,4.05531,1.38955
uf20-015.cnf,1000,1000,50.571,50.571,3.33807,1.07599
uf20-016.cnf,1000,1000,63.833,63.833,3.70154,0.94759
uf20-017.cnf,1000,1000,58.259,58.259,3.58054,0.94743
uf20-018.cnf,998,1000,185.144,212.144,4.57893,1.45465
uf20-019.cnf,1000,1000,116.199,116.199,4.08882,1.36616
uf20-020.cnf,1000,1000,60.229,60.229,3.64358,0.91349
uf20-021.cnf,1000,1000,87.447,87.447,3.88029,1.185
uf20-022.cnf,1000,1000,127.618,127.618,4.14766,1.51558
uf20-023.cnf,1000,1000,87.223,87.223,3.82965,1.33537
uf20-024.cnf,981,1000,268.084,524.584,4.57178,2.27595
uf20-025.cnf,999,1000,230.212,243.712,4.79787,1.58456
uf20-026.cnf,1000,1000,139.786,139.786,4.40534,1.16752
uf20-027.cnf,1000,1000,57.949,57.949,3.51566,1.06145
uf20-028.cnf,1000,1000,77.059,77.059,3.78579,1.15861
uf20-029.cnf,983,1000,273.627,503.127,4.7441,1.95505
uf20-030.cnf,1000,1000,37.492,37.492,3.16829,0.88303
uf20-031.cnf,986,1000,326.217,515.217,5.15599,1.57193
uf20-032.cnf,994,1000,291.415,372.415,4.97264,1.83828
uf20-033.cnf,1000,1000,58.1,58.1,3.57521,1.03256
uf20-034.cnf,1000,1000,48.35,48.35,3.16868,1.14216
uf20-035.cnf,1000,1000,115.487,115.487,4.05454,1.51048
uf20-036.cnf,998,1000,158.283,185.283,4.33133,1.72863
uf20-037.cnf,881,1000,507.536,2114.036,5.06255,2.39823
uf20-038.cnf,1000,1000,17.685,17.685,2.65451,0.41573
uf20-039.cnf,1000,1000,106.872,106.872,4.05102,1.33587
uf20-040.cnf,999,1000,164.526,178.026,4.42265,1.61768
uf20-041.cnf,1000,1000,98.044,98.044,4.17324,0.92524
uf20-042.cnf,1000,1000,78.532,78.532,3.89081,0.96703
uf20-043.cnf,820,1000,616.306,3046.306,5.08516,2.85844
uf20-044.cnf,1000,1000,109.846,109.846,3.9906,1.59402
uf20-045.cnf,1000,1000,47.59,47.59,3.51837,0.71685
uf20-046.cnf,1000,1000,35.913,35.913,3.16974,0.81824
uf20-047.cnf,1000,1000,79.541,79.541,3.79659,1.17748
uf20-048.cnf,1000,1000,180.438,180.438,4.63587,1.38615
uf20-049.cnf,973,1000,217.018,581.518,4.44494,1.57534
uf20-050.cnf,970,1000,373.899,778.899,5.2414,1.59134
uf20-051.cnf,999,1000,145.561,159.061,4.18641,1.6234
uf20-052.cnf,1000,1000,73.119,73.119,3.70882,1.19961
uf20-053.cnf,1000,1000,174.489,174.489,4.52416,1.52086
uf20-054.cnf,1000,1000,71.45,71.45,3.71199,1.23609
uf20-055.cnf,999,1000,71.97,85.47,3.46375,1.37585
uf20-056.cnf,998,1000,97.517,124.517,3.59706,1.58213
uf20-057.cnf,1000,1000,48.93,48.93,3.46826,0.87784
uf20-058.cnf,1000,1000,30.24,30.24,3.09637,0.62956
uf20-059.cnf,889,1000,495.051,1993.551,5.07098,2.22573
uf20-060.cnf,999,1000,104.256,117.756,3.92868,1.35502
uf20-061.cnf,1000,1000,162.294,162.294,4.44092,1.4865
uf20-062.cnf,1000,1000,50.287,50.287,3.41041,1.02574
uf20-063.cnf,1000,1000,43.043,43.043,3.36564,0.79104
uf20-064.cnf,1000,1000,127.647,127.647,4.09501,1.66751
uf20-065.cnf,1000,1000,49.993,49.993,3.49525,0.83275
uf20-066.cnf,997,1000,130.71,171.21,3.91913,1.86316
uf20-067.cnf,1000,1000,32.398,32.398,3.07844,0.77901
uf20-068.cnf,1000,1000,61.93,61.93,3.62697,1.02433
uf20-069.cnf,996,1000,138.369,192.369,4.13247,1.52274
uf20-070.cnf,1000,1000,38.441,38.441,3.09557,1.00055
uf20-071.cnf,1000,1000,42.253,42.253,3.34703,0.81002
uf20-072.cnf,1000,1000,58.72,58.72,3.71055,0.75957
uf20-073.cnf,999,1000,203.636,217.136,4.47746,1.95412
uf20-074.cnf,1000,1000,203.922,203.922,4.76756,1.34514
uf20-075.cnf,1000,1000,39.562,39.562,3.19317,0.80893
uf20-076.cnf,1000,1000,167.362,167.362,4.49625,1.53304
uf20-077.cnf,1000,1000,98.365,98.365,3.89778,1.48954
uf20-078.cnf,1000,1000,49.599,49.599,3.39281,1.02252
uf20-079.cnf,1000,1000,26.621,26.621,2.90354,0.73255
uf20-080.cnf,1000,1000,24.387,24.387,2.83118,0.62379
uf20-081.cnf,1000,1000,113.171,113.171,4.18866,1.14551
uf20-082.cnf,1000,1000,58.529,58.529,3.52116,1.14353
uf20-083.cnf,1000,1000,41.287,41.287,3.31833,0.76715
uf20-084.cnf,951,1000,316.374,977.874,4.49863,2.48145
uf20-085.cnf,939,1000,386.616,1210.116,4.89938,2.29451
uf20-086.cnf,1000,1000,28.162,28.162,3.07421,0.52927
uf20-087.cnf,1000,1000,71.485,71.485,3.55477,1.3316
uf20-088.cnf,1000,1000,65.913,65.913,3.56102,1.25165
uf20-089.cnf,1000,1000,64.722,64.722,3.50675,1.23067
uf20-090.cnf,1000,1000,31.733,31.733,3.14533,0.60278
uf20-091.cnf,999,1000,211.244,224.744,4.69964,1.58391
uf20-092.cnf,1000,1000,62.713,62.713,3.75491,0.80545
uf20-093.cnf,1000,1000,104.251,104.251,4.06099,1.32171
uf20-094.cnf,992,1000,231.074,339.074,4.59848,1.84373
uf20-095.cnf,969,1000,343.886,762.386,4.9587,2.02419
uf20-096.cnf,992,1000,260.198,368.198,4.97661,1.38742
uf20-097.cnf,983,1000,245.053,474.553,4.40242,2.4184
uf20-098.cnf,1000,1000,108.611,108.611,3.97763,1.48561
uf20-099.cnf,1000,1000,65.248,65.248,3.69126,1.04043
uf20-0100.cnf,1000,1000,63.506,63.506,3.73352,0.85718
uf20-0101.cnf,1000,1000,98.65,98.65,4.07486,1.13621
uf20-0102.cnf,1000,1000,176.204,176.204,4.63292,1.35696
uf20-0103.cnf,1000,1000,176.251,176.251,4.57344,1.4861
uf20-0104.cnf,1000,1000,102.447,102.447,3.49259,2.06501
uf20-0105.cnf,990,1000,248.599,383.599,4.71052,1.81133
uf20-0106.cnf,970,1000,365.019,770.019,5.14592,1.78229
uf20-0107.cnf,1000,1000,112.181,112.181,4.21859,1.09805
uf20-0108.cnf,1000,1000,79.851,79.851,3.88472,1.0763
uf20-0109.cnf,1000,1000,136.907,136.907,4.38119,1.19315
uf20-0110.cnf,1000,1000,19.976,19.976,2.7101,0.5295
uf20-0111.cnf,1000,1000,41.191,41.191,3.31972,0.79209
uf20-0112.cnf,1000,1000,161.68,161.68,4.33832,1.78309
uf20-0113.cnf,993,1000,219.551,314.051,4.60326,1.78024
uf20-0114.cnf,1000,1000,52.016,52.016,3.40304,1.02431
uf20-0115.cnf,1000,1000,99.487,99.487,3.96662,1.43817
uf20-0116.cnf,1000,1000,67.347,67.347,3.66885,1.07437
uf20-0117.cnf,1000,1000,137.778,137.778,4.40391,1.16737
uf20-0118.cnf,1000,1000,27.146,27.146,2.88901,0.70932
uf20-0119.cnf,975,1000,337.358,674.858,5.00094,1.96552
uf20-0120.cnf,999,1000,123.68,137.18,3.95358,1.83101
uf20-0121.cnf,1000,1000,49.28,49.28,3.41283,0.92108
uf20-0122.cnf,961,1000,274.364,800.864,4.38727,2.22688
uf20-0123.cnf,940,1000,330.956,1140.956,4.4426,2.44902
uf20-0124.cnf,1000,1000,21.918,21.918,2.73261,0.63831
uf20-0125.cnf,1000,1000,25.296,25.296,2.94984,0.54449
uf20-0126.cnf,998,1000,162.366,189.366,4.32489,1.80287
uf20-0127.cnf,1000,1000,26.507,26.507,2.95041,0.57361
uf20-0128.cnf,999,1000,90.462,103.962,3.77771,1.22554
uf20-0129.cnf,1000,1000,136.549,136.549,4.16663,1.7887
uf20-0130.cnf,1000,1000,72.35,72.35,3.80661,0.98222
uf20-0131.cnf,1000,1000,15.99,15.99,2.51354,0.45733
uf20-0132.cnf,1000,1000,139.308,139.308,4.45734,1.12908
uf20-0133.cnf,1000,1000,105.966,105.966,3.86379,1.58798
uf20-0134.cnf,1000,1000,28.166,28.166,3.04862,0.55784
uf20-0135.cnf,999,1000,227.816,241.316,4.74821,1.73375
uf20-0136.cnf,969,1000,360.461,778.961,4.89066,2.57587
uf20-0137.cnf,1000,1000,25.462,25.462,2.79327,0.76544
uf20-0138.cnf,985,1000,277.719,480.219,4.66123,2.20322
uf20-0139.cnf,1000,1000,55.452,55.452,3.39666,1.17509
uf20-0140.cnf,993,1000,180.613,275.113,4.06965,2.2017
uf20-0141.cnf,999,1000,168.414,181.914,4.44363,1.52676
uf20-0142.cnf,1000,1000,37.769,37.769,3.24024,0.77111
uf20-0143.cnf,1000,1000,20.345,20.345,2.73668,0.50428
uf20-0144.cnf,1000,1000,44.412,44.412,3.1841,1.11314
uf20-0145.cnf,1000,1000,67.645,67.645,3.71685,1.05347
uf20-0146.cnf,997,1000,107.662,148.162,3.80514,1.59272
uf20-0147.cnf,997,1000,214.591,255.091,4.70573,1.60691
uf20-0148.cnf,1000,1000,58.261,58.261,3.55879,0.96447
uf20-0149.cnf,999,1000,132.852,146.352,3.9953,1.89996
uf20-0150.cnf,1000,1000,66.889,66.889,3.48394,1.31699
uf20-0151.cnf,1000,1000,43.091,43.091,3.33883,0.80908
uf20-0152.cnf,1000,1000,28.761,28.761,3.07905,0.5494
uf20-0153.cnf,1000,1000,19.96,19.96,2.75209,0.4836
uf20-0154.cnf,1000,1000,120.139,120.139,4.23932,1.24367
uf20-0155.cnf,1000,1000,26.177,26.177,2.9656,0.59788
uf20-0156.cnf,1000,1000,100.557,100.557,3.77213,1.6452
uf20-0157.cnf,1000,1000,102.418,102.418,4.1307,1.20924
uf20-0158.cnf,1000,1000,74.287,74.287,3.69849,1.27972
uf20-0159.cnf,1000,1000,154.787,154.787,4.36311,1.62213
uf20-0160.cnf,991,1000,270.72,392.22,4.79464,2.07843
uf20-0161.cnf,1000,1000,75.06,75.06,3.77838,1.21338
uf20-0162.cnf,1000,1000,23.845,23.845,2.82743,0.6379
uf20-0163.cnf,1000,1000,38.035,38.035,3.22044,0.8219
uf20-0164.cnf,1000,1000,18.314,18.314,2.68001,0.43876
uf20-0165.cnf,1000,1000,42.13,42.13,3.21399,0.95672
uf20-0166.cnf,999,1000,117.376,130.876,4.12253,1.36705
uf20-0167.cnf,1000,1000,197.821,197.821,4.65703,1.51435
uf20-0168.cnf,1000,1000,64.732,64.732,3.62396,1.04879
uf20-0169.cnf,1000,1000,41.023,41.023,3.29062,0.80312
uf20-0170.cnf,1000,1000,73.683,73.683,3.72181,1.1058
uf20-0171.cnf,1000,1000,72.645,72.645,3.61896,1.28738
uf20-0172.cnf,988,1000,290.213,452.213,4.91572,1.84928
uf20-0173.cnf,999,1000,69.827,83.327,3.55229,1.19798
uf20-0174.cnf,1000,1000,69.369,69.369,3.59502,1.16147
uf20-0175.cnf,1000,1000,111.319,111.319,3.86112,1.61984
uf20-0176.cnf,992,1000,284.319,392.319,4.96696,1.62852
uf20-0177.cnf,985,1000,258.808,461.308,4.78076,1.69529
uf20-0178.cnf,1000,1000,73.723,73.723,3.86743,0.97722
uf20-0179.cnf,1000,1000,49.757,49.757,3.47101,0.88314
uf20-0180.cnf,999,1000,215.034,228.534,4.69537,1.7024
uf20-0181.cnf,1000,1000,58.981,58.981,3.5697,0.99985
uf20-0182.cnf,1000,1000,35.447,35.447,3.26472,0.60288
uf20-0183.cnf,1000,1000,174.799,174.799,4.52363,1.54916
uf20-0184.cnf,1000,1000,99.843,99.843,3.91637,1.49834
uf20-0185.cnf,988,1000,251.6,413.6,4.73954,1.70958
uf20-0186.cnf,1000,1000,41.133,41.133,3.40859,0.64823
uf20-0187.cnf,1000,1000,46.742,46.742,3.32071,1.00608
uf20-0188.cnf,1000,1000,94.665,94.665,3.84898,1.43723
uf20-0189.cnf,1000,1000,57.427,57.427,3.4322,1.06678
uf20-0190.cnf,1000,1000,30.758,30.758,3.06738,0.71775
uf20-0191.cnf,1000,1000,169.69,169.69,4.44733,1.60023
uf20-0192.cnf,882,1000,594.09,2187.09,5.53503,1.98642
uf20-0193.cnf,881,1000,554.113,2160.613,5.25319,2.49266
uf20-0194.cnf,1000,1000,73.488,73.488,3.63691,1.40354
uf20-0195.cnf,1000,1000,27.961,27.961,3.00406,0.63835
uf20-0196.cnf,1000,1000,61.216,61.216,3.64839,0.94148
uf20-0197.cnf,1000,1000,134.574,134.574,4.40047,1.18638
uf20-0198.cnf,1000,1000,56.315,56.315,3.61062,0.77485
uf20-0199.cnf,1000,1000,56.051,56.051,3.6411,0.77205
uf20-0200.cnf,1000,1000,90.903,90.903,3.87342,1.31886
uf20-0201.cnf,1000,1000,101.761,101.761,4.08813,1.24717
uf20-0202.cnf,1000,1000,55.85,55.85,3.596,0.90361
uf20-0203.cnf,994,1000,186.688,267.688,4.49524,1.54167
uf20-0204.cnf,1000,1000,27.311,27.311,3.06812,0.4836
uf20-0205.cnf,1000,1000,120.398,120.398,4.09019,1.56315
uf20-0206.cnf,1000,1000,85.7,85.7,3.71963,1.47539
uf20-0207.cnf,1000,1000,108.23,108.23,4.1391,1.18078
uf20-0208.cnf,1000,1000,23.457,23.457,2.86116,0.56421
uf20-0209.cnf,870,1000,460.868,2215.868,4.64724,2.60345
uf20-0210.cnf,1000,1000,19.434,19.434,2.67644,0.51427
uf20-0211.cnf,1000,1000,72.609,72.609,3.55782,1.34622
uf20-0212.cnf,1000,1000,53.432,53.432,3.43045,1.14513
uf20-0213.cnf,1000,1000,60.354,60.354,3.7008,0.89855
uf20-0214.cnf,1000,1000,83.619,83.619,4.05804,0.8078
uf20-0215.cnf,1000,1000,26.89,26.89,2.88963,0.668
uf20-0216.cnf,943,1000,444.182,1213.682,5.18682,2.35653
uf20-0217.cnf,1000,1000,68.269,68.269,3.70141,1.11579
uf20-0218.cnf,1000,1000,27.326,27.326,2.95761,0.69032
uf20-0219.cnf,998,1000,214.071,241.071,4.77524,1.50928
uf20-0220.cnf,1000,1000,51.82,51.82,3.48548,0.86328
uf20-0221.cnf,995,1000,175.346,242.846,4.18457,2.16814
uf20-0222.cnf,997,1000,124.237,164.737,3.9958,1.61635
uf20-0223.cnf,1000,1000,76.303,76.303,3.82535,1.043
uf20-0224.cnf,1000,1000,203.764,203.764,4.7199,1.5615
uf20-0225.cnf,1000,1000,160.201,160.201,4.42387,1.54191
uf20-0226.cnf,1000,1000,24.797,24.797,2.85671,0.64482
uf20-0227.cnf,1000,1000,43.923,43.923,3.39443,0.80289
uf20-0228.cnf,981,1000,211.073,467.573,4.32652,2.03501
uf20-0229.cnf,1000,1000,54.394,54.394,3.34421,1.24706
uf20-0230.cnf,1000,1000,23.95,23.95,2.85494,0.58596
uf20-0231.cnf,953,1000,411.036,1045.536,5.17734,1.92121
uf20-0232.cnf,1000,1000,125.857,125.857,4.37403,1.12444
uf20-0233.cnf,1000,1000,123.116,123.116,4.0727,1.63446
uf20-0234.cnf,1000,1000,109.789,109.789,4.07426,1.38819
uf20-0235.cnf,1000,1000,35.151,35.151,3.2533,0.61752
uf20-0236.cnf,961,1000,401.651,928.151,5.11339,2.27046
uf20-0237.cnf,999,1000,63.586,77.086,3.46061,1.24111
uf20-0238.cnf,1000,1000,144.486,144.486,4.35664,1.34991
uf20-0239.cnf,1000,1000,78.467,78.467,3.75531,1.24929
uf20-0240.cnf,973,1000,293.785,658.285,4.61631,2.28039
uf20-0241.cnf,1000,1000,47.164,47.164,3.44309,0.83586
uf20-0242.cnf,1000,1000,45.782,45.782,3.38827,0.9284
uf20-0243.cnf,1000,1000,63.052,63.052,3.72696,0.93114
uf20-0244.cnf,1000,1000,109.836,109.836,4.02696,1.42954
uf20-0245.cnf,1000,1000,106.454,106.454,4.115,1.10284
uf20-0246.cnf,1000,1000,86.684,86.684,3.41332,1.90984
uf20-0247.cnf,706,1000,665.217,4634.217,4.66865,2.67356
uf20-0248.cnf,1000,1000,187.239,187.239,4.76579,1.13733
uf20-0249.cnf,1000,1000,103.104,103.104,3.93945,1.52179
uf20-0250.cnf,1000,1000,87.816,87.816,3.61794,1.70947
uf20-0251.cnf,1000,1000,39.406,39.406,3.38834,0.57542
uf20-0252.cnf,1000,1000,67.013,67.013,3.61339,1.25591
uf20-0253.cnf,999,1000,102.662,116.162,3.91542,1.39229
uf20-0254.cnf,998,1000,135.437,162.437,3.94965,1.97224
uf20-0255.cnf,1000,1000,99.512,99.512,3.97311,1.3686
uf20-0256.cnf,1000,1000,53.334,53.334,3.17414,1.35157
uf20-0257.cnf,994,1000,179.897,260.897,4.13695,2.2119
uf20-0258.cnf,1000,1000,32.624,32.624,3.18216,0.62608
uf20-0259.cnf,1000,1000,58.109,58.109,3.4786,1.13422
uf20-0260.cnf,998,1000,272.306,299.306,5.00267,1.56564
uf20-0261.cnf,982,1000,214.53,457.53,4.32566,2.04891
uf20-0262.cnf,1000,1000,85.324,85.324,4.01185,0.98015
uf20-0263.cnf,1000,1000,144.338,144.338,4.12249,1.75487
uf20-0264.cnf,992,1000,229.021,337.021,4.5388,2.11129
uf20-0265.cnf,1000,1000,47.536,47.536,3.47747,0.80952
uf20-0266.cnf,999,1000,121.116,134.616,4.15011,1.43157
uf20-0267.cnf,1000,1000,72.078,72.078,3.64935,1.19994
uf20-0268.cnf,1000,1000,46.034,46.034,3.23849,1.11596
uf20-0269.cnf,1000,1000,36.104,36.104,3.23989,0.68012
uf20-0270.cnf,991,1000,240.612,362.112,4.68928,1.75773
uf20-0271.cnf,1000,1000,45.488,45.488,3.08652,1.19021
uf20-0272.cnf,1000,1000,58.48,58.48,3.53856,1.11602
uf20-0273.cnf,1000,1000,41.831,41.831,3.24337,0.87265
uf20-0274.cnf,978,1000,277.831,574.831,4.57037,2.38916
uf20-0275.cnf,1000,1000,11.234,11.234,2.27825,0.28675
uf20-0276.cnf,1000,1000,26.07,26.07,3.0168,0.50035
uf20-0277.cnf,1000,1000,96.758,96.758,3.7473,1.56944
uf20-0278.cnf,967,1000,324.894,770.394,4.77556,2.24655
uf20-0279.cnf,999,1000,191.28,204.78,4.46667,1.92497
uf20-0280.cnf,1000,1000,61.136,61.136,3.7345,0.81099
uf20-0281.cnf,1000,1000,23.264,23.264,2.76799,0.65341
uf20-0282.cnf,1000,1000,119.153,119.153,4.01072,1.68269
uf20-0283.cnf,1000,1000,22.912,22.912,2.86288,0.50783
uf20-0284.cnf,1000,1000,31.748,31.748,3.18951,0.53511
uf20-0285.cnf,1000,1000,74.939,74.939,3.80786,1.05602
uf20-0286.cnf,1000,1000,193.148,193.148,4.66958,1.51639
uf20-0287.cnf,1000,1000,178.186,178.186,4.51312,1.58364
uf20-0288.cnf,1000,1000,130.866,130.866,4.27796,1.43727
uf20-0289.cnf,1000,1000,88.875,88.875,3.97367,1.11243
uf20-0290.cnf,994,1000,222.375,303.375,4.64434,1.73321
uf20-0291.cnf,1000,1000,111.907,111.907,3.8918,1.7893
uf20-0292.cnf,999,1000,117.525,131.025,3.9937,1.62107
uf20-0293.cnf,1000,1000,38.734,38.734,3.251,0.82849
uf20-0294.cnf,995,1000,247.695,315.195,4.59425,2.23828
uf20-0295.cnf,1000,1000,176.706,176.706,4.5658,1.46984
uf20-0296.cnf,1000,1000,31.191,31.191,3.12282,0.60716
uf20-0297.cnf,1000,1000,43.976,43.976,3.47295,0.63861
uf20-0298.cnf,1000,1000,73.709,73.709,3.74541,1.1187
uf20-0299.cnf,1000,1000,32.983,32.983,3.20247,0.56908
uf20-0300.cnf,998,1000,128.671,155.671,3.90929,1.79547
uf20-0301.cnf,1000,1000,98.881,98.881,4.07573,1.10604
uf20-0302.cnf,1000,1000,67.872,67.872,3.59254,1.23416
uf20-0303.cnf,984,1000,222.095,438.095,4.28476,2.18374
uf20-0304.cnf,1000,1000,52.177,52.177,3.49747,0.91341
uf20-0305.cnf,993,1000,165.071,259.571,4.02414,2.16579
uf20-0306.cnf,1000,1000,69.542,69.542,3.55709,1.29313
uf20-0307.cnf,1000,1000,65.667,65.667,3.42816,1.46815
uf20-0308.cnf,996,1000,171.14,225.14,4.29414,1.8615
uf20-0309.cnf,1000,1000,29.4,29.4,2.94637,0.75125
uf20-0310.cnf,1000,1000,69.664,69.664,3.70031,1.03156
uf20-0311.cnf,1000,1000,76.186,76.186,3.50515,1.40432
uf20-0312.cnf,883,1000,475.211,2054.711,4.87168,2.42211
uf20-0313.cnf,999,1000,145.771,159.271,4.30894,1.53062
uf20-0314.cnf,1000,1000,43.596,43.596,3.36966,0.83366
uf20-0315.cnf,1000,1000,134.789,134.789,4.1032,1.82618
uf20-0316.cnf,992,1000,262.9,370.9,4.93703,1.615
uf20-0317.cnf,1000,1000,54.798,54.798,3.53676,0.89428
uf20-0318.cnf,1000,1000,40.421,40.421,3.2784,0.77132
uf20-0319.cnf,1000,1000,39.214,39.214,3.29999,0.68669
uf20-0320.cnf,1000,1000,151.016,151.016,4.23792,1.82503
uf20-0321.cnf,1000,1000,91.978,91.978,4.00516,1.07738
uf20-0322.cnf,1000,1000,74.45,74.45,3.87088,0.91111
uf20-0323.cnf,961,1000,222.272,748.772,3.9915,2.28453
uf20-0324.cnf,1000,1000,124.457,124.457,4.15692,1.46956
uf20-0325.cnf,984,1000,270.226,486.226,4.57913,2.37987
uf20-0326.cnf,1000,1000,83.396,83.396,3.90856,1.07496
uf20-0327.cnf,1000,1000,83.502,83.502,3.74162,1.49239
uf20-0328.cnf,874,1000,535.151,2236.151,5.20251,2.27679
uf20-0329.cnf,898,1000,436.442,1813.442,4.76974,2.503
uf20-0330.cnf,986,1000,267.933,456.933,4.7126,1.9394
uf20-0331.cnf,1000,1000,74.605,74.605,3.83742,1.02982
uf20-0332.cnf,1000,1000,54.359,54.359,3.42727,0.93199
uf20-0333.cnf,981,1000,277.655,534.155,4.81029,1.72024
uf20-0334.cnf,1000,1000,64.597,64.597,3.58937,1.15548
uf20-0335.cnf,1000,1000,66.972,66.972,3.53699,1.28524
uf20-0336.cnf,990,1000,281.354,416.354,5.00442,1.49017
uf20-0337.cnf,1000,1000,109.924,109.924,4.0046,1.46371
uf20-0338.cnf,1000,1000,98.757,98.757,3.96442,1.29742
uf20-0339.cnf,1000,1000,130.179,130.179,3.96139,1.92588
uf20-0340.cnf,1000,1000,63.632,63.632,3.39808,1.40547
uf20-0341.cnf,1000,1000,16.673,16.673,2.59705,0.43045
uf20-0342.cnf,1000,1000,85.872,85.872,3.89781,1.0932
uf20-0343.cnf,992,1000,254.677,362.677,4.85332,1.61359
uf20-0344.cnf,996,1000,192.391,246.391,4.34446,2.00844
uf20-0345.cnf,1000,1000,74.264,74.264,3.77309,0.9969
uf20-0346.cnf,1000,1000,50.166,50.166,3.46649,0.83142
uf20-0347.cnf,1000,1000,105.677,105.677,3.97132,1.41647
uf20-0348.cnf,998,1000,178.669,205.669,4.4834,1.57539
uf20-0349.cnf,1000,1000,95.889,95.889,3.87246,1.47497
uf20-0350.cnf,1000,1000,138.822,138.822,4.23368,1.4699
uf20-0351.cnf,1000,1000,106.3,106.3,4.02935,1.43348
uf20-0352.cnf,953,1000,293.393,927.893,4.2414,2.69631
uf20-0353.cnf,1000,1000,53.955,53.955,3.37809,1.15492
uf20-0354.cnf,1000,1000,93.163,93.163,3.98652,1.0981
uf20-0355.cnf,1000,1000,177.403,177.403,4.62457,1.41702
uf20-0356.cnf,994,1000,244.795,325.795,4.70537,1.87775
uf20-0357.cnf,998,1000,240.826,267.826,4.83527,1.67358
uf20-0358.cnf,1000,1000,54.298,54.298,3.38804,1.15944
uf20-0359.cnf,1000,1000,18.122,18.122,2.71852,0.36507
uf20-0360.cnf,1000,1000,22.634,22.634,2.77099,0.61458
uf20-0361.cnf,1000,1000,86.379,86.379,3.81227,1.3744
uf20-0362.cnf,1000,1000,52.861,52.861,3.47368,1.01251
uf20-0363.cnf,1000,1000,49.391,49.391,3.4532,0.91697
uf20-0364.cnf,986,1000,239.504,428.504,4.44637,2.26591
uf20-0365.cnf,999,1000,132.019,145.519,3.82944,2.14464
uf20-0366.cnf,1000,1000,63.419,63.419,3.69674,0.96106
uf20-0367.cnf,1000,1000,144.175,144.175,4.36743,1.39164
uf20-0368.cnf,1000,1000,64.407,64.407,3.63694,1.04096
uf20-0369.cnf,998,1000,196.311,223.311,4.55039,1.7108
uf20-0370.cnf,1000,1000,56.517,56.517,3.60967,0.88696
uf20-0371.cnf,1000,1000,90.483,90.483,3.82318,1.4138
uf20-0372.cnf,1000,1000,56.39,56.39,3.53856,1.02807
uf20-0373.cnf,1000,1000,48.39,48.39,3.40671,0.92907
uf20-0374.cnf,1000,1000,153.838,153.838,4.47351,1.41618
uf20-0375.cnf,1000,1000,28.726,28.726,3.01795,0.67919
uf20-0376.cnf,994,1000,214.367,295.367,4.48366,1.90905
uf20-0377.cnf,1000,1000,31.803,31.803,3.12889,0.63184
uf20-0378.cnf,948,1000,420.466,1122.466,5.0479,2.50044
uf20-0379.cnf,994,1000,257.694,338.694,4.80936,1.7606
uf20-0380.cnf,1000,1000,74.164,74.164,3.58565,1.41294
uf20-0381.cnf,1000,1000,129.592,129.592,4.13171,1.64387
uf20-0382.cnf,999,1000,78.119,91.619,3.55947,1.42425
uf20-0383.cnf,1000,1000,182.213,182.213,4.56591,1.56939
uf20-0384.cnf,1000,1000,111.831,111.831,3.97971,1.5412
uf20-0385.cnf,1000,1000,109.867,109.867,4.09305,1.25684
uf20-0386.cnf,962,1000,369.31,882.31,4.94833,2.2648
uf20-0387.cnf,1000,1000,24.441,24.441,2.80498,0.62602
uf20-0388.cnf,998,1000,145.704,172.704,4.13177,1.82644
uf20-0389.cnf,953,1000,403.477,1037.977,5.03094,2.40476
uf20-0390.cnf,1000,1000,51.353,51.353,3.53577,0.80912
uf20-0391.cnf,1000,1000,73.391,73.391,3.66856,1.31094
uf20-0392.cnf,1000,1000,44.009,44.009,3.43527,0.72521
uf20-0393.cnf,1000,1000,56.554,56.554,3.44326,1.10715
uf20-0394.cnf,1000,1000,62.077,62.077,3.61174,0.99158
uf20-0395.cnf,1000,1000,17.008,17.008,2.57354,0.49549
uf20-0396.cnf,834,1000,526.733,2767.733,4.75131,2.72623
uf20-0397.cnf,988,1000,229.732,391.732,4.5004,1.95722
uf20-0398.cnf,1000,1000,95.139,95.139,3.90252,1.23948
uf20-0399.cnf,1000,1000,133.3,133.3,4.22717,1.54528
uf20-0400.cnf,984,1000,246.237,462.237,4.60387,1.9656
uf20-0401.cnf,1000,1000,35.258,35.258,2.89082,1.14158
uf20-0402.cnf,992,1000,269.166,377.166,4.82105,1.95102
uf20-0403.cnf,1000,1000,45.836,45.836,3.27005,1.06211
uf20-0404.cnf,1000,1000,74.948,74.948,3.52989,1.54421
