inst,succ gSAT2,succ probSAT,of,steps gSAT2,steps probSAT,awg fined gSAT2,awg fined probSAT,mu gSAT2,sig^2 gSAT2,mu probSAT,sig^2 probSAT,xing,winner
uf20-0222.cnf,997,1000,1000,124.237,83.018,164.737,83.018,3.9958,1.61635,3.91943,1.13273,77,probSAT
uf20-0223.cnf,1000,1000,1000,76.303,51.596,76.303,51.596,3.82535,1.043,3.61397,0.70893,24,probSAT
uf20-0224.cnf,1000,1000,1000,203.764,166.177,203.764,166.177,4.7199,1.5615,4.62568,1.18402,73,probSAT
uf20-0225.cnf,1000,1000,1000,160.201,101.947,160.201,101.947,4.42387,1.54191,4.08612,1.20588,5,probSAT
uf20-0226.cnf,1000,1000,1000,24.797,23.569,24.797,23.569,2.85671,0.64482,2.88495,0.55548,34,probSAT
uf20-0227.cnf,1000,1000,1000,43.923,35.094,43.923,35.094,3.39443,0.80289,3.21687,0.68652,None,probSAT
uf20-0228.cnf,981,997,1000,211.073,141.502,467.573,182.002,4.32652,2.03501,4.15611,1.55586,28,probSAT
uf20-0229.cnf,1000,1000,1000,54.394,37.492,54.394,37.492,3.34421,1.24706,3.18303,0.85045,16,probSAT
uf20-0230.cnf,1000,1000,1000,23.95,20.763,23.95,20.763,2.85494,0.58596,2.80329,0.46047,18,probSAT
uf20-0231.cnf,953,996,1000,411.036,248.868,1045.536,302.868,5.17734,1.92121,4.9151,1.43325,36,probSAT
uf20-0232.cnf,1000,1000,1000,125.857,121.875,125.857,121.875,4.37403,1.12444,4.31042,1.16969,710,probSAT
uf20-0233.cnf,1000,1000,1000,123.116,79.431,123.116,79.431,4.0727,1.63446,3.8458,1.15103,32,probSAT
uf20-0234.cnf,1000,1000,1000,109.789,87.602,109.789,87.602,4.07426,1.38819,3.92957,1.16246,18,probSAT
uf20-0235.cnf,1000,1000,1000,35.151,30.134,35.151,30.134,3.2533,0.61752,3.163,0.50548,15,probSAT
uf20-0236.cnf,961,969,1000,401.651,364.547,928.151,783.047,5.11339,2.27046,5.07278,2.06457,38,probSAT
uf20-0237.cnf,999,1000,1000,63.586,46.347,77.086,46.347,3.46061,1.24111,3.39658,0.90519,35,probSAT
uf20-0238.cnf,1000,1000,1000,144.486,94.403,144.486,94.403,4.35664,1.34991,4.07369,1.07321,None,probSAT
uf20-0239.cnf,1000,1000,1000,78.467,77.34,78.467,77.34,3.75531,1.24929,3.74365,1.21483,518,gSAT2
uf20-0240.cnf,973,992,1000,293.785,213.811,658.285,321.811,4.61631,2.28039,4.44631,2.00501,5,probSAT
uf20-0241.cnf,1000,1000,1000,47.164,36.803,47.164,36.803,3.44309,0.83586,3.31295,0.60904,18,probSAT
uf20-0242.cnf,1000,1000,1000,45.782,42.88,45.782,42.88,3.38827,0.9284,3.36279,0.83304,225,gSAT2
uf20-0243.cnf,1000,1000,1000,63.052,63.243,63.052,63.243,3.72696,0.93114,3.74646,0.88209,300,probSAT
uf20-0244.cnf,1000,1000,1000,109.836,69.059,109.836,69.059,4.02696,1.42954,3.82579,0.90689,39,probSAT
uf20-0245.cnf,1000,1000,1000,106.454,76.578,106.454,76.578,4.115,1.10284,3.96748,0.80912,25,probSAT
uf20-0246.cnf,1000,1000,1000,86.684,69.526,86.684,69.526,3.41332,1.90984,3.2902,1.60487,9,probSAT
uf20-0247.cnf,706,994,1000,665.217,269.52,4634.217,350.52,4.66865,2.67356,4.88284,1.7171,71,probSAT
uf20-0248.cnf,1000,1000,1000,187.239,150.455,187.239,150.455,4.76579,1.13733,4.52824,1.13717,None,probSAT
uf20-0249.cnf,1000,1000,1000,103.104,61.525,103.104,61.525,3.93945,1.52179,3.61324,1.05789,6,probSAT
uf20-0250.cnf,1000,1000,1000,87.816,55.656,87.816,55.656,3.61794,1.70947,3.45296,1.1353,22,probSAT
uf20-0251.cnf,1000,1000,1000,39.406,40.702,39.406,40.702,3.38834,0.57542,3.48102,0.47934,80,probSAT
uf20-0252.cnf,1000,1000,1000,67.013,46.071,67.013,46.071,3.61339,1.25591,3.42858,0.88108,16,probSAT
uf20-0253.cnf,999,1000,1000,102.662,69.631,116.162,69.631,3.91542,1.39229,3.79724,0.95262,27,probSAT
uf20-0254.cnf,998,1000,1000,135.437,80.727,162.437,80.727,3.94965,1.97224,3.73464,1.38259,20,probSAT
uf20-0255.cnf,1000,1000,1000,99.512,58.701,99.512,58.701,3.97311,1.3686,3.7113,0.77556,25,probSAT
uf20-0256.cnf,1000,1000,1000,53.334,37.358,53.334,37.358,3.17414,1.35157,3.06011,1.00217,23,probSAT
uf20-0257.cnf,994,1000,1000,179.897,78.624,260.897,78.624,4.13695,2.2119,3.78181,1.14349,23,probSAT
uf20-0258.cnf,1000,1000,1000,32.624,31.928,32.624,31.928,3.18216,0.62608,3.19131,0.57462,44,probSAT
uf20-0259.cnf,1000,1000,1000,58.109,41.318,58.109,41.318,3.4786,1.13422,3.35208,0.73678,28,probSAT
uf20-0260.cnf,998,999,1000,272.306,195.566,299.306,209.066,5.00267,1.56564,4.72808,1.29364,20,probSAT
uf20-0261.cnf,982,1000,1000,214.53,99.687,457.53,99.687,4.32566,2.04891,4.0552,1.18337,42,probSAT
uf20-0262.cnf,1000,1000,1000,85.324,92.236,85.324,92.236,4.01185,0.98015,4.04934,1.03763,47,gSAT2
uf20-0263.cnf,1000,1000,1000,144.338,103.355,144.338,103.355,4.12249,1.75487,4.03868,1.30958,66,probSAT
uf20-0264.cnf,992,1000,1000,229.021,117.781,337.021,117.781,4.5388,2.11129,4.14296,1.39658,20,probSAT
uf20-0265.cnf,1000,1000,1000,47.536,41.517,47.536,41.517,3.47747,0.80952,3.3825,0.70448,265,probSAT
uf20-0266.cnf,999,1000,1000,121.116,64.935,134.616,64.935,4.15011,1.43157,3.76024,0.87223,11,probSAT
uf20-0267.cnf,1000,1000,1000,72.078,47.444,72.078,47.444,3.64935,1.19994,3.45217,0.81002,19,probSAT
uf20-0268.cnf,1000,1000,1000,46.034,32.683,46.034,32.683,3.23849,1.11596,3.07225,0.80466,10,probSAT
uf20-0269.cnf,1000,1000,1000,36.104,31.698,36.104,31.698,3.23989,0.68012,3.11978,0.68468,252,probSAT
uf20-0270.cnf,991,999,1000,240.612,171.363,362.112,184.863,4.68928,1.75773,4.54416,1.38601,78,probSAT
uf20-0271.cnf,1000,1000,1000,45.488,35.93,45.488,35.93,3.08652,1.19021,3.0636,0.91817,52,probSAT
uf20-0272.cnf,1000,1000,1000,58.48,49.631,58.48,49.631,3.53856,1.11602,3.46508,0.92374,34,probSAT
uf20-0273.cnf,1000,1000,1000,41.831,28.444,41.831,28.444,3.24337,0.87265,3.01748,0.64238,None,probSAT
uf20-0274.cnf,978,999,1000,277.831,143.943,574.831,157.443,4.57037,2.38916,4.26512,1.5621,25,probSAT
uf20-0275.cnf,1000,1000,1000,11.234,11.275,11.234,11.275,2.27825,0.28675,2.27852,0.29271,33,gSAT2
uf20-0276.cnf,1000,1000,1000,26.07,28.574,26.07,28.574,3.0168,0.50035,3.11178,0.49701,132,probSAT
uf20-0277.cnf,1000,1000,1000,96.758,62.752,96.758,62.752,3.7473,1.56944,3.61803,1.09296,50,probSAT
uf20-0278.cnf,967,1000,1000,324.894,168.279,770.394,168.279,4.77556,2.24655,4.42871,1.60152,14,probSAT
uf20-0279.cnf,999,1000,1000,191.28,115.294,204.78,115.294,4.46667,1.92497,4.14683,1.37005,19,probSAT
uf20-0280.cnf,1000,1000,1000,61.136,53.456,61.136,53.456,3.7345,0.81099,3.66804,0.6723,31,probSAT
uf20-0281.cnf,1000,1000,1000,23.264,19.904,23.264,19.904,2.76799,0.65341,2.76367,0.46713,29,probSAT
uf20-0282.cnf,1000,1000,1000,119.153,78.377,119.153,78.377,4.01072,1.68269,3.88862,1.01297,39,probSAT
uf20-0283.cnf,1000,1000,1000,22.912,23.114,22.912,23.114,2.86288,0.50783,2.89843,0.4792,180,gSAT2
uf20-0284.cnf,1000,1000,1000,31.748,32.196,31.748,32.196,3.18951,0.53511,3.2199,0.52211,75,probSAT
uf20-0285.cnf,1000,1000,1000,74.939,61.76,74.939,61.76,3.80786,1.05602,3.76432,0.77239,40,probSAT
uf20-0286.cnf,1000,1000,1000,193.148,180.9,193.148,180.9,4.66958,1.51639,4.61484,1.44092,1061,gSAT2
uf20-0287.cnf,1000,1000,1000,178.186,97.764,178.186,97.764,4.51312,1.58364,4.11785,1.02555,12,probSAT
uf20-0288.cnf,1000,1000,1000,130.866,118.506,130.866,118.506,4.27796,1.43727,4.18053,1.4195,787,probSAT
uf20-0289.cnf,1000,1000,1000,88.875,81.725,88.875,81.725,3.97367,1.11243,3.92872,1.04126,95,probSAT
uf20-0290.cnf,994,1000,1000,222.375,110.504,303.375,110.504,4.64434,1.73321,4.22349,1.10974,20,probSAT
uf20-0291.cnf,1000,1000,1000,111.907,69.996,111.907,69.996,3.8918,1.7893,3.67695,1.19598,18,probSAT
uf20-0292.cnf,999,1000,1000,117.525,71.297,131.025,71.297,3.9937,1.62107,3.77817,1.03572,21,probSAT
uf20-0293.cnf,1000,1000,1000,38.734,29.272,38.734,29.272,3.251,0.82849,3.0998,0.59247,4,probSAT
uf20-0294.cnf,995,1000,1000,247.695,132.123,315.195,132.123,4.59425,2.23828,4.28568,1.36276,39,probSAT
uf20-0295.cnf,1000,1000,1000,176.706,138.505,176.706,138.505,4.5658,1.46984,4.40063,1.27925,29,probSAT
uf20-0296.cnf,1000,1000,1000,31.191,28.189,31.191,28.189,3.12282,0.60716,3.0449,0.59941,None,probSAT
uf20-0297.cnf,1000,1000,1000,43.976,39.396,43.976,39.396,3.47295,0.63861,3.39915,0.59104,None,probSAT
uf20-0298.cnf,1000,1000,1000,73.709,57.525,73.709,57.525,3.74541,1.1187,3.6373,0.89398,35,probSAT
uf20-0299.cnf,1000,1000,1000,32.983,36.964,32.983,36.964,3.20247,0.56908,3.34363,0.55261,123,probSAT
uf20-0300.cnf,998,1000,1000,128.671,65.199,155.671,65.199,3.90929,1.79547,3.62224,1.05651,20,probSAT
uf20-0301.cnf,1000,1000,1000,98.881,88.221,98.881,88.221,4.07573,1.10604,4.07275,0.85652,60,probSAT
uf20-0302.cnf,1000,1000,1000,67.872,54.054,67.872,54.054,3.59254,1.23416,3.56586,0.91931,48,probSAT
uf20-0303.cnf,984,1000,1000,222.095,101.265,438.095,101.265,4.28476,2.18374,3.96757,1.36366,30,probSAT
uf20-0304.cnf,1000,1000,1000,52.177,39.926,52.177,39.926,3.49747,0.91341,3.40462,0.61521,30,probSAT
uf20-0305.cnf,993,1000,1000,165.071,109.205,259.571,109.205,4.02414,2.16579,3.88463,1.72773,40,probSAT
uf20-0306.cnf,1000,1000,1000,69.542,43.931,69.542,43.931,3.55709,1.29313,3.35855,0.80834,20,probSAT
uf20-0307.cnf,1000,1000,1000,65.667,37.945,65.667,37.945,3.42816,1.46815,3.19821,0.86661,21,probSAT
uf20-0308.cnf,996,1000,1000,171.14,74.459,225.14,74.459,4.29414,1.8615,3.8175,1.03448,12,probSAT
uf20-0309.cnf,1000,1000,1000,29.4,23.959,29.4,23.959,2.94637,0.75125,2.83092,0.66572,3,probSAT
uf20-0310.cnf,1000,1000,1000,69.664,48.216,69.664,48.216,3.70031,1.03156,3.54766,0.6685,35,probSAT
uf20-0311.cnf,1000,1000,1000,76.186,46.965,76.186,46.965,3.50515,1.40432,3.39354,0.88503,41,probSAT
uf20-0312.cnf,883,998,1000,475.211,192.29,2054.711,219.29,4.87168,2.42211,4.60887,1.52247,47,probSAT
uf20-0313.cnf,999,1000,1000,145.771,69.198,159.271,69.198,4.30894,1.53062,3.83248,0.87463,10,probSAT
uf20-0314.cnf,1000,1000,1000,43.596,30.026,43.596,30.026,3.36966,0.83366,3.13204,0.5738,3,probSAT
uf20-0315.cnf,1000,1000,1000,134.789,84.356,134.789,84.356,4.1032,1.82618,3.88621,1.21959,42,probSAT
uf20-0316.cnf,992,1000,1000,262.9,168.972,370.9,168.972,4.93703,1.615,4.6245,1.24749,18,probSAT
uf20-0317.cnf,1000,1000,1000,54.798,48.518,54.798,48.518,3.53676,0.89428,3.53332,0.71859,43,probSAT
uf20-0318.cnf,1000,1000,1000,40.421,33.458,40.421,33.458,3.2784,0.77132,3.19392,0.61576,26,probSAT
uf20-0319.cnf,1000,1000,1000,39.214,38.852,39.214,38.852,3.29999,0.68669,3.33086,0.67703,92,probSAT
uf20-0320.cnf,1000,1000,1000,151.016,76.19,151.016,76.19,4.23792,1.82503,3.83289,1.09929,7,probSAT
uf20-0321.cnf,1000,1000,1000,91.978,70.999,91.978,70.999,4.00516,1.07738,3.82893,0.95145,None,probSAT
uf20-0322.cnf,1000,1000,1000,74.45,59.579,74.45,59.579,3.87088,0.91111,3.76384,0.67479,31,probSAT
uf20-0323.cnf,961,1000,1000,222.272,69.916,748.772,69.916,3.9915,2.28453,3.60542,1.22209,10,probSAT
uf20-0324.cnf,1000,1000,1000,124.457,77.919,124.457,77.919,4.15692,1.46956,3.91036,0.95405,24,probSAT
uf20-0325.cnf,984,1000,1000,270.226,134.339,486.226,134.339,4.57913,2.37987,4.29562,1.42818,53,probSAT
uf20-0326.cnf,1000,1000,1000,83.396,50.665,83.396,50.665,3.90856,1.07496,3.6047,0.68255,None,probSAT
uf20-0327.cnf,1000,1000,1000,83.502,63.483,83.502,63.483,3.74162,1.49239,3.56752,1.28254,2,probSAT
uf20-0328.cnf,874,997,1000,535.151,237.219,2236.151,277.719,5.20251,2.27679,4.88917,1.41058,41,probSAT
uf20-0329.cnf,898,971,1000,436.442,329.126,1813.442,720.626,4.76974,2.503,4.94963,1.99452,216,probSAT
uf20-0330.cnf,986,998,1000,267.933,190.575,456.933,217.575,4.7126,1.9394,4.52746,1.64031,19,probSAT
uf20-0331.cnf,1000,1000,1000,74.605,62.954,74.605,62.954,3.83742,1.02982,3.71259,0.90357,586,gSAT2
uf20-0332.cnf,1000,1000,1000,54.359,36.306,54.359,36.306,3.42727,0.93199,3.32193,0.54286,35,probSAT
uf20-0333.cnf,981,999,1000,277.655,200.815,534.155,214.315,4.81029,1.72024,4.70534,1.42186,78,probSAT
uf20-0334.cnf,1000,1000,1000,64.597,47.258,64.597,47.258,3.58937,1.15548,3.42264,0.87402,3,probSAT
uf20-0335.cnf,1000,1000,1000,66.972,39.786,66.972,39.786,3.53699,1.28524,3.33506,0.71226,22,probSAT
uf20-0336.cnf,990,999,1000,281.354,202.842,416.354,216.342,5.00442,1.49017,4.73673,1.3748,7,probSAT
uf20-0337.cnf,1000,1000,1000,109.924,65.764,109.924,65.764,4.0046,1.46371,3.75925,0.88781,18,probSAT
uf20-0338.cnf,1000,1000,1000,98.757,69.7,98.757,69.7,3.96442,1.29742,3.85477,0.84261,51,probSAT
uf20-0339.cnf,1000,1000,1000,130.179,70.935,130.179,70.935,3.96139,1.92588,3.6625,1.25516,12,probSAT
uf20-0340.cnf,1000,1000,1000,63.632,49.539,63.632,49.539,3.39808,1.40547,3.30026,1.10442,611,gSAT2
uf20-0341.cnf,1000,1000,1000,16.673,15.56,16.673,15.56,2.59705,0.43045,2.54069,0.41009,78,gSAT2
uf20-0342.cnf,1000,1000,1000,85.872,72.042,85.872,72.042,3.89781,1.0932,3.86642,0.88825,74,probSAT
uf20-0343.cnf,992,994,1000,254.677,183.722,362.677,264.722,4.85332,1.61359,4.59583,1.34594,15,probSAT
uf20-0344.cnf,996,1000,1000,192.391,96.324,246.391,96.324,4.34446,2.00844,4.06963,1.08147,45,probSAT
uf20-0345.cnf,1000,1000,1000,74.264,51.636,74.264,51.636,3.77309,0.9969,3.61936,0.68349,31,probSAT
uf20-0346.cnf,1000,1000,1000,50.166,44.573,50.166,44.573,3.46649,0.83142,3.47037,0.66982,52,probSAT
uf20-0347.cnf,1000,1000,1000,105.677,72.172,105.677,72.172,3.97132,1.41647,3.84112,0.95608,47,probSAT
uf20-0348.cnf,998,1000,1000,178.669,116.058,205.669,116.058,4.4834,1.57539,4.25819,1.09376,30,probSAT
uf20-0349.cnf,1000,1000,1000,95.889,68.574,95.889,68.574,3.87246,1.47497,3.73166,1.09402,31,probSAT
uf20-0350.cnf,1000,1000,1000,138.822,74.961,138.822,74.961,4.23368,1.4699,3.87605,0.95149,2,probSAT
uf20-0351.cnf,1000,1000,1000,106.3,90.537,106.3,90.537,4.02935,1.43348,4.07836,0.98433,79,probSAT
uf20-0352.cnf,953,1000,1000,293.393,122.388,927.893,122.388,4.2414,2.69631,4.14393,1.47729,81,probSAT
uf20-0353.cnf,1000,1000,1000,53.955,37.878,53.955,37.878,3.37809,1.15492,3.24508,0.76029,20,probSAT
uf20-0354.cnf,1000,1000,1000,93.163,64.927,93.163,64.927,3.98652,1.0981,3.81107,0.79402,25,probSAT
uf20-0355.cnf,1000,1000,1000,177.403,162.543,177.403,162.543,4.62457,1.41702,4.44786,1.50755,504,gSAT2
uf20-0356.cnf,994,1000,1000,244.795,143.714,325.795,143.714,4.70537,1.87775,4.44627,1.22007,37,probSAT
uf20-0357.cnf,998,1000,1000,240.826,201.701,267.826,201.701,4.83527,1.67358,4.75926,1.40228,45,probSAT
uf20-0358.cnf,1000,1000,1000,54.298,50.113,54.298,50.113,3.38804,1.15944,3.36227,1.05084,21,probSAT
uf20-0359.cnf,1000,1000,1000,18.122,18.87,18.122,18.87,2.71852,0.36507,2.76405,0.35543,73,probSAT
uf20-0360.cnf,1000,1000,1000,22.634,18.803,22.634,18.803,2.77099,0.61458,2.6791,0.51004,23,probSAT
uf20-0361.cnf,1000,1000,1000,86.379,66.163,86.379,66.163,3.81227,1.3744,3.72623,1.05337,47,probSAT
uf20-0362.cnf,1000,1000,1000,52.861,46.62,52.861,46.62,3.47368,1.01251,3.39841,0.9139,8,probSAT
uf20-0363.cnf,1000,1000,1000,49.391,54.193,49.391,54.193,3.4532,0.91697,3.55782,0.90136,372,probSAT
uf20-0364.cnf,986,999,1000,239.504,136.792,428.504,150.292,4.44637,2.26591,4.17343,1.63634,15,probSAT
uf20-0365.cnf,999,1000,1000,132.019,74.291,145.519,74.291,3.82944,2.14464,3.57417,1.42757,16,probSAT
uf20-0366.cnf,1000,1000,1000,63.419,59.983,63.419,59.983,3.69674,0.96106,3.71992,0.80475,397,gSAT2
uf20-0367.cnf,1000,1000,1000,144.175,116.755,144.175,116.755,4.36743,1.39164,4.26253,1.15181,49,probSAT
uf20-0368.cnf,1000,1000,1000,64.407,55.304,64.407,55.304,3.63694,1.04096,3.5996,0.85583,43,probSAT
uf20-0369.cnf,998,1000,1000,196.311,97.842,223.311,97.842,4.55039,1.7108,4.12531,1.02224,27,probSAT
uf20-0370.cnf,1000,1000,1000,56.517,43.238,56.517,43.238,3.60967,0.88696,3.44143,0.70409,12,probSAT
uf20-0371.cnf,1000,1000,1000,90.483,71.698,90.483,71.698,3.82318,1.4138,3.79524,1.03029,54,probSAT
uf20-0372.cnf,1000,1000,1000,56.39,40.982,56.39,40.982,3.53856,1.02807,3.33369,0.78835,7,probSAT
uf20-0373.cnf,1000,1000,1000,48.39,33.311,48.39,33.311,3.40671,0.92907,3.1848,0.65677,None,probSAT
uf20-0374.cnf,1000,1000,1000,153.838,103.546,153.838,103.546,4.47351,1.41618,4.15383,1.12658,7,probSAT
uf20-0375.cnf,1000,1000,1000,28.726,23.607,28.726,23.607,3.01795,0.67919,2.89932,0.5494,None,probSAT
uf20-0376.cnf,994,1000,1000,214.367,106.591,295.367,106.591,4.48366,1.90905,4.14702,1.13537,28,probSAT
uf20-0377.cnf,1000,1000,1000,31.803,27.169,31.803,27.169,3.12889,0.63184,3.07022,0.47004,19,probSAT
uf20-0378.cnf,948,1000,1000,420.466,201.014,1122.466,201.014,5.0479,2.50044,4.66599,1.64412,38,probSAT
uf20-0379.cnf,994,1000,1000,257.694,123.251,338.694,123.251,4.80936,1.7606,4.3071,1.13055,15,probSAT
uf20-0380.cnf,1000,1000,1000,74.164,39.006,74.164,39.006,3.58565,1.41294,3.29742,0.75714,15,probSAT
uf20-0381.cnf,1000,1000,1000,129.592,86.617,129.592,86.617,4.13171,1.64387,3.86997,1.26937,None,probSAT
uf20-0382.cnf,999,1000,1000,78.119,44.403,91.619,44.403,3.55947,1.42425,3.30179,0.94741,5,probSAT
uf20-0383.cnf,1000,1000,1000,182.213,140.227,182.213,140.227,4.56591,1.56939,4.30687,1.4421,None,probSAT
uf20-0384.cnf,1000,1000,1000,111.831,103.811,111.831,103.811,3.97971,1.5412,3.92507,1.57582,209,probSAT
uf20-0385.cnf,1000,1000,1000,109.867,83.951,109.867,83.951,4.09305,1.25684,3.96316,0.9805,24,probSAT
uf20-0386.cnf,962,1000,1000,369.31,216.993,882.31,216.993,4.94833,2.2648,4.78747,1.48177,100,probSAT
uf20-0387.cnf,1000,1000,1000,24.441,20.167,24.441,20.167,2.80498,0.62602,2.76471,0.4609,23,probSAT
uf20-0388.cnf,998,1000,1000,145.704,100.173,172.704,100.173,4.13177,1.82644,4.01131,1.29807,45,probSAT
uf20-0389.cnf,953,999,1000,403.477,216.553,1037.977,230.053,5.03094,2.40476,4.71754,1.72407,23,probSAT
uf20-0390.cnf,1000,1000,1000,51.353,43.998,51.353,43.998,3.53577,0.80912,3.4476,0.69698,16,probSAT
uf20-0391.cnf,1000,1000,1000,73.391,50.462,73.391,50.462,3.66856,1.31094,3.45947,0.9404,13,probSAT
uf20-0392.cnf,1000,1000,1000,44.009,34.715,44.009,34.715,3.43527,0.72521,3.29132,0.52224,17,probSAT
uf20-0393.cnf,1000,1000,1000,56.554,37.18,56.554,37.18,3.44326,1.10715,3.2956,0.63466,26,probSAT
uf20-0394.cnf,1000,1000,1000,62.077,54.076,62.077,54.076,3.61174,0.99158,3.61878,0.77546,62,probSAT
uf20-0395.cnf,1000,1000,1000,17.008,16.448,17.008,16.448,2.57354,0.49549,2.57919,0.44296,20,probSAT
uf20-0396.cnf,834,988,1000,526.733,273.388,2767.733,435.388,4.75131,2.72623,4.73777,2.07522,58,probSAT
uf20-0397.cnf,988,997,1000,229.732,175.162,391.732,215.662,4.5004,1.95722,4.44284,1.56715,83,probSAT
uf20-0398.cnf,1000,1000,1000,95.139,62.471,95.139,62.471,3.90252,1.23948,3.74274,0.82658,43,probSAT
uf20-0399.cnf,1000,1000,1000,133.3,84.589,133.3,84.589,4.22717,1.54528,3.98274,1.02497,25,probSAT
uf20-0400.cnf,984,1000,1000,246.237,133.664,462.237,133.664,4.60387,1.9656,4.25924,1.47961,None,probSAT
uf20-0401.cnf,1000,1000,1000,35.258,22.474,35.258,22.474,2.89082,1.14158,2.76649,0.63214,15,probSAT
uf20-0402.cnf,992,1000,1000,269.166,154.068,377.166,154.068,4.82105,1.95102,4.51976,1.25139,33,probSAT
uf20-0403.cnf,1000,1000,1000,45.836,33.027,45.836,33.027,3.27005,1.06211,3.15224,0.67845,24,probSAT
uf20-0404.cnf,1000,1000,1000,74.948,47.04,74.948,47.04,3.52989,1.54421,3.4199,0.85489,27,probSAT
uf20-0405.cnf,1000,1000,1000,41.665,34.144,41.665,34.144,3.15676,1.07797,3.13817,0.78201,35,probSAT
uf20-0406.cnf,1000,1000,1000,145.3,93.556,145.3,93.556,4.3876,1.42696,4.1034,0.96415,20,probSAT
uf20-0407.cnf,1000,1000,1000,142.201,73.288,142.201,73.288,4.29043,1.57059,3.83511,0.98377,6,probSAT
uf20-0408.cnf,988,999,1000,297.962,157.99,459.962,171.49,4.72195,2.48191,4.3387,1.7115,19,probSAT
uf20-0409.cnf,1000,1000,1000,78.195,53.995,78.195,53.995,3.53438,1.36091,3.51076,0.90387,60,probSAT
uf20-0410.cnf,1000,1000,1000,171.526,96.307,171.526,96.307,4.49667,1.58153,4.05426,1.18055,6,probSAT
uf20-0411.cnf,999,999,1000,198.455,159.473,211.955,172.973,4.64793,1.5528,4.49748,1.36713,8,probSAT
uf20-0412.cnf,1000,1000,1000,32.35,26.924,32.35,26.924,3.16776,0.65358,3.03828,0.52227,5,probSAT
uf20-0413.cnf,999,1000,1000,128.823,88.682,142.323,88.682,3.97628,1.81385,3.86951,1.31706,31,probSAT
uf20-0414.cnf,1000,1000,1000,148.603,108.561,148.603,108.561,4.22853,1.60557,4.17508,1.13244,87,probSAT
uf20-0415.cnf,1000,1000,1000,88.876,47.941,88.876,47.941,3.87268,1.28147,3.52589,0.74124,9,probSAT
uf20-0416.cnf,1000,1000,1000,62.932,52.931,62.932,52.931,3.51099,1.2882,3.46379,1.06495,48,probSAT
uf20-0417.cnf,1000,1000,1000,40.458,30.525,40.458,30.525,3.21398,0.99499,3.06721,0.72944,6,probSAT
uf20-0418.cnf,1000,1000,1000,68.154,56.632,68.154,56.632,3.79022,0.98426,3.63802,0.85233,9,probSAT
uf20-0419.cnf,1000,1000,1000,137.854,131.937,137.854,131.937,4.48106,1.02265,4.46274,0.99065,134,probSAT
uf20-0420.cnf,985,1000,1000,271.391,181.872,473.891,181.872,4.72066,2.08376,4.63452,1.35922,89,probSAT
uf20-0421.cnf,1000,1000,1000,79.508,69.319,79.508,69.319,3.74253,1.36932,3.67388,1.18187,20,probSAT
uf20-0422.cnf,1000,1000,1000,43.369,36.568,43.369,36.568,3.35771,0.71887,3.3223,0.59134,42,probSAT
uf20-0423.cnf,997,1000,1000,207.581,94.278,248.081,94.278,4.48068,2.11557,3.96978,1.26014,20,probSAT
uf20-0424.cnf,999,1000,1000,147.791,89.017,161.291,89.017,4.2968,1.56764,4.01779,1.05506,28,probSAT
uf20-0425.cnf,985,999,1000,244.604,135.301,447.104,148.801,4.39477,2.28944,4.16011,1.54817,47,probSAT
uf20-0426.cnf,1000,1000,1000,90.272,79.661,90.272,79.661,3.72986,1.60344,3.66263,1.41378,26,probSAT
uf20-0427.cnf,1000,1000,1000,28.34,26.319,28.34,26.319,3.05292,0.57761,2.99381,0.55116,2,probSAT
uf20-0428.cnf,1000,1000,1000,70.003,53.571,70.003,53.571,3.81913,0.91396,3.65224,0.70474,7,probSAT
uf20-0429.cnf,1000,1000,1000,25.666,24.174,25.666,24.174,2.97405,0.53247,2.94483,0.48288,11,probSAT
uf20-0430.cnf,1000,1000,1000,42.548,40.278,42.548,40.278,3.29277,0.88878,3.30742,0.80485,43,probSAT
uf20-0431.cnf,1000,1000,1000,52.204,29.16,52.204,29.16,3.2997,1.21142,3.02499,0.68003,10,probSAT
uf20-0432.cnf,1000,1000,1000,95.113,64.378,95.113,64.378,3.922,1.26502,3.77948,0.78498,23,probSAT
uf20-0433.cnf,1000,1000,1000,137.086,65.939,137.086,65.939,3.98867,2.08048,3.57736,1.26188,4,probSAT
uf20-0434.cnf,1000,1000,1000,155.393,75.061,155.393,75.061,4.26156,1.87311,3.74519,1.2433,2,probSAT
uf20-0435.cnf,995,1000,1000,280.378,176.677,347.878,176.677,5.0067,1.63248,4.6873,1.22365,26,probSAT
uf20-0436.cnf,1000,1000,1000,52.254,33.04,52.254,33.04,3.41286,1.08367,3.16491,0.68803,11,probSAT
uf20-0437.cnf,995,1000,1000,211.898,117.312,279.398,117.312,4.6196,1.70256,4.28445,1.05065,23,probSAT
uf20-0438.cnf,941,1000,1000,374.66,129.038,1171.16,129.038,4.78573,2.35446,4.28049,1.33942,4,probSAT
uf20-0439.cnf,1000,1000,1000,35.323,28.652,35.323,28.652,3.12961,0.76871,3.08607,0.55061,29,probSAT
uf20-0440.cnf,1000,1000,1000,72.316,60.109,72.316,60.109,3.74343,1.15217,3.67863,0.89738,37,probSAT
uf20-0441.cnf,1000,1000,1000,15.279,15.149,15.279,15.149,2.51211,0.41571,2.51934,0.39336,70,probSAT
uf20-0442.cnf,1000,1000,1000,150.985,94.843,150.985,94.843,4.3373,1.61059,4.08146,1.06914,35,probSAT
