,instance,init_temperature,min_temperature,cooling_coefficient,equilibrium,cost_coefficient,relative_absolute_error,is_instance_optimal,cost,weight,is_solution
0,wuf50-01,20175,0.0001,0.9,100,1,0.013761467889908285,False,14851,17578,False
1,wuf50-01,20175,0.0001,0.9,100,1,0.004587155963302725,False,17120,18029,False
2,wuf50-01,20175,0.0001,0.9,100,1,0.00917431192660545,False,17576,19394,False
3,wuf50-01,20175,0.0001,0.9,100,1,0.00917431192660545,False,14251,16069,False
4,wuf50-01,20175,0.0001,0.9,100,1,0.004587155963302725,False,16973,17882,False
5,wuf50-02,24387,0.0001,0.9,100,1,0.013761467889908285,False,19940,22598,False
6,wuf50-02,24387,0.0001,0.9,100,1,0.00917431192660545,False,18172,19944,False
7,wuf50-02,24387,0.0001,0.9,100,1,0.013761467889908285,False,17287,19945,False
8,wuf50-02,24387,0.0001,0.9,100,1,0.004587155963302725,False,17287,18173,False
9,wuf50-02,24387,0.0001,0.9,100,1,0.00917431192660545,False,18175,19947,False
10,wuf50-03,22611,0.0001,0.9,100,1,0.0,False,20393,20393,True
11,wuf50-03,22611,0.0001,0.9,100,1,0.0,False,20704,20704,True
12,wuf50-03,22611,0.0001,0.9,100,1,0.0,True,22166,22166,True
13,wuf50-03,22611,0.0001,0.9,100,1,0.0,False,20377,20377,True
14,wuf50-03,22611,0.0001,0.9,100,1,0.0,False,20945,20945,True
15,wuf50-04,16519,0.0001,0.9,100,1,0.00917431192660545,False,14231,15681,False
16,wuf50-04,16519,0.0001,0.9,100,1,0.0,False,15316,15316,True
17,wuf50-04,16519,0.0001,0.9,100,1,0.004587155963302725,False,14591,15316,False
18,wuf50-04,16519,0.0001,0.9,100,1,0.0,False,15950,15950,True
19,wuf50-04,16519,0.0001,0.9,100,1,0.00917431192660545,False,14140,15590,False
20,wuf50-05,15255,0.0001,0.9,100,1,0.0,False,13012,13012,True
21,wuf50-05,15255,0.0001,0.9,100,1,0.0,False,12925,12925,True
22,wuf50-05,15255,0.0001,0.9,100,1,0.0,False,13585,13585,True
23,wuf50-05,15255,0.0001,0.9,100,1,0.0,False,13625,13625,True
24,wuf50-05,15255,0.0001,0.9,100,1,0.0,False,13786,13786,True
25,wuf50-06,4424,0.0001,0.9,100,1,0.00917431192660545,False,3598,3924,False
26,wuf50-06,4424,0.0001,0.9,100,1,0.013761467889908285,False,3594,4083,False
27,wuf50-06,4424,0.0001,0.9,100,1,0.00917431192660545,False,3274,3600,False
28,wuf50-06,4424,0.0001,0.9,100,1,0.00917431192660545,False,3674,4000,False
29,wuf50-06,4424,0.0001,0.9,100,1,0.013761467889908285,False,3836,4325,False
30,wuf50-07,30607,0.0001,0.9,100,1,0.00917431192660545,False,23664,25960,False
31,wuf50-07,30607,0.0001,0.9,100,1,0.004587155963302725,False,24820,25968,False
32,wuf50-07,30607,0.0001,0.9,100,1,0.0,False,27115,27115,True
33,wuf50-07,30607,0.0001,0.9,100,1,0.0,False,26984,26984,True
34,wuf50-07,30607,0.0001,0.9,100,1,0.01834862385321101,False,19139,23731,False
35,wuf50-08,28151,0.0001,0.9,100,1,0.013761467889908285,False,19523,22967,False
36,wuf50-08,28151,0.0001,0.9,100,1,0.00917431192660545,False,20670,22966,False
37,wuf50-08,28151,0.0001,0.9,100,1,0.00917431192660545,False,25259,27555,False
38,wuf50-08,28151,0.0001,0.9,100,1,0.013761467889908285,False,21819,25263,False
39,wuf50-08,28151,0.0001,0.9,100,1,0.00917431192660545,False,22963,25259,False
40,wuf50-09,14681,0.0001,0.9,100,1,0.01834862385321101,False,9514,12286,False
41,wuf50-09,14681,0.0001,0.9,100,1,0.0,False,11847,11847,True
42,wuf50-09,14681,0.0001,0.9,100,1,0.004587155963302725,False,11036,11729,False
43,wuf50-09,14681,0.0001,0.9,100,1,0.00917431192660545,False,11499,12885,False
44,wuf50-09,14681,0.0001,0.9,100,1,0.00917431192660545,False,11171,12557,False
45,wuf50-010,38456,0.0001,0.9,100,1,0.004587155963302725,False,33016,34490,False
46,wuf50-010,38456,0.0001,0.9,100,1,0.004587155963302725,False,32335,33809,False
47,wuf50-010,38456,0.0001,0.9,100,1,0.0,False,34829,34829,True
48,wuf50-010,38456,0.0001,0.9,100,1,0.022935779816513735,False,26179,33549,False
49,wuf50-010,38456,0.0001,0.9,100,1,0.01834862385321101,False,28104,34000,False
